coupling_layer,target_coord,fixed_coord,mean_attention,target_latent_type,fixed_latent_type,target_parameter_type,fixed_parameter_type,target_group,fixed_group,target_unit,fixed_unit,target_layer,fixed_layer,target_side,fixed_side
0,4,0,0.006153860595077276,0,0,3,1,4,0,1,0,1,2,1,4
0,4,1,0.042290929704904556,0,0,3,3,4,1,1,1,1,1,1,1
0,4,2,0.014525139704346657,0,0,3,3,4,2,1,1,1,1,1,1
0,4,3,0.001164776156656444,0,0,3,3,4,3,1,1,1,1,1,1
0,4,5,0.015513159334659576,0,0,3,3,4,5,1,1,1,1,1,1
0,4,6,0.011464269831776619,0,0,3,3,4,6,1,1,1,1,1,1
0,4,7,0.11108990758657455,0,0,3,3,4,1,1,2,1,1,1,1
0,4,11,0.6658127307891846,0,0,3,3,4,5,1,2,1,1,1,1
0,4,13,0.06783196330070496,0,0,3,3,4,1,1,3,1,1,1,1
0,4,18,0.004267522133886814,0,0,3,3,4,6,1,3,1,1,1,1
0,4,23,0.01658616028726101,0,0,3,3,4,5,1,4,1,1,1,1
0,4,24,0.008088279515504837,0,0,3,3,4,6,1,4,1,1,1,1
0,4,25,0.002177936490625143,0,0,3,3,4,1,1,5,1,1,1,1
0,4,26,0.0034376252442598343,0,0,3,3,4,2,1,5,1,1,1,1
0,4,28,0.002175698522478342,0,0,3,3,4,4,1,5,1,1,1,1
0,4,31,0.02154562436044216,0,0,3,4,4,1,1,1,1,1,1,1
0,4,32,0.0026158993132412434,0,0,3,4,4,2,1,2,1,1,1,1
0,4,33,0.00014782602374907583,0,0,3,4,4,3,1,3,1,1,1,1
0,4,34,0.0029493519105017185,0,0,3,4,4,4,1,4,1,1,1,1
0,4,38,2.358844085392775e-06,0,0,3,5,4,3,1,3,1,2,1,2
0,4,40,6.923683940840419e-06,0,0,3,5,4,5,1,5,1,2,1,2
0,4,43,1.8188384274253622e-05,0,1,3,6,4,3,1,0,1,0,1,1
0,4,44,0.00010879516776185483,0,1,3,6,4,4,1,0,1,0,1,1
