coupling_layer,target_coord,fixed_coord,mean_attention,target_latent_type,fixed_latent_type,target_parameter_type,fixed_parameter_type,target_group,fixed_group,target_unit,fixed_unit,target_layer,fixed_layer,target_side,fixed_side
0,4,0,0.00011418796930229291,0,0,3,1,4,0,1,0,1,2,1,4
0,4,1,0.0003163742658216506,0,0,3,3,4,1,1,1,1,1,1,1
0,4,2,0.0032822629436850548,0,0,3,3,4,2,1,1,1,1,1,1
0,4,3,0.00010578172805253416,0,0,3,3,4,3,1,1,1,1,1,1
0,4,5,0.0004123045364394784,0,0,3,3,4,5,1,1,1,1,1,1
0,4,6,0.0001247754698852077,0,0,3,3,4,6,1,1,1,1,1,1
0,4,7,0.001933035091497004,0,0,3,3,4,1,1,2,1,1,1,1
0,4,11,0.00031737296376377344,0,0,3,3,4,5,1,2,1,1,1,1
0,4,13,0.9704515337944031,0,0,3,3,4,1,1,3,1,1,1,1
0,4,18,0.0013464340008795261,0,0,3,3,4,6,1,3,1,1,1,1
0,4,23,0.00016810340457595885,0,0,3,3,4,5,1,4,1,1,1,1
0,4,24,0.00011578948760870844,0,0,3,3,4,6,1,4,1,1,1,1
0,4,25,0.0001852230343502015,0,0,3,3,4,1,1,5,1,1,1,1
0,4,26,0.0006318287341855466,0,0,3,3,4,2,1,5,1,1,1,1
0,4,28,0.0005776635371148586,0,0,3,3,4,4,1,5,1,1,1,1
0,4,31,0.00016115950711537153,0,0,3,4,4,1,1,1,1,1,1,1
0,4,32,0.0006104022613726556,0,0,3,4,4,2,1,2,1,1,1,1
0,4,33,0.003776428522542119,0,0,3,4,4,3,1,3,1,1,1,1
0,4,34,0.0027319882065057755,0,0,3,4,4,4,1,4,1,1,1,1
0,4,38,0.012076045386493206,0,0,3,5,4,3,1,3,1,2,1,2
0,4,40,9.369212784804404e-05,0,0,3,5,4,5,1,5,1,2,1,2
0,4,43,0.00026496147620491683,0,1,3,6,4,3,1,0,1,0,1,1
0,4,44,0.00015283410903066397,0,1,3,6,4,4,1,0,1,0,1,1
