"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",438,438,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,6.493625,0.06493625,2,"4;12;25;36;66;70;78;83;85;91","12;83",1,0.2,0.333333333333333,0,2,0,8,90,2,0.880555555555556,0.632564102564103
