"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",494,494,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,5.88425,0.0588425,3,"1;20;24;26;65;71;89;91;97;99","17;71;89",0.666666666666667,0.2,0.307692307692308,0.333333333333333,2,1,8,89,3,0.927777777777778,0.615525824749963
