method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,451,451,160,100,10,1.0,0.5,4000,2,1;19;21;23;46;49;73;75;77;80,1;19,26,625,1,1.2,1.0,0.2,0.33333333333333337,0.0,2,0,8,90,2,0.6883333333333332,0.4633740091781393,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.0,0.9149154730751994,0.9149154730751994,0.7702927225763415,1.1866740890155723,0.14462275049885792,0.2921322067234836,0.9709211296337074,0.9789191928540699,0.9709211296337074,0.9789191928540699,1.1808905085154993,2.6429546721263906,1.7355059824181267,3.1486637979402294,0.17761297523975372,0.18270007685191927,0.040342796593904495,0.07601568102836609
