stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.2945324182510376,7,13,1.9229900114595364
1,0.8,31,750,2.3732266426086426,6,49,0.8737687788209845
