"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",418,418,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,8.849875,0.08849875,9,"12;14;15;18;22;48;55;63;76;78","14;15;18;22;48;55;63;76;78",1,0.9,0.947368421052632,0,9,0,1,90,9,1,1
