method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,437,437,160,100,10,1.0,0.5,4000,55,7;15;22;28;47;56;59;68;91;94,6;7;8;9;11;13;15;19;21;22;26;28;29;30;35;36;37;40;42;45;47;48;50;51;53;54;56;57;59;61;62;63;65;67;68;69;71;73;76;77;79;80;83;85;88;89;90;91;92;93;94;95;96;97;99,11,275,0,1.2,0.18181818181818182,1.0,0.3076923076923077,0.8181818181818182,10,45,0,45,55,0.9227777777777777,0.5466074466074466,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.1,0.8532802931338972,0.8532802931338972,0.6772249576970926,1.532373818876882,0.17605533543680468,0.24017516539489456,1.0823232600189145,1.116701240867194,1.0823232600189145,1.116701240867194,0.7444623693017842,2.9625978983763757,15.012516887098451,15.431357434144761,0.43305053329467774,0.4637346374487878,0.09746718406677246,0.14009951055049896
