target_type,target,label,truth_active,truth_pip,rat_pip,mcmc_pip,pip_error_truth,pip_error,conditional_slab_skl,zero_mass_js,n_rat_active_draws,n_mcmc_active_draws
unit_rank,0,unit_rank_1,True,1.0,1.0,1.0,0.0,0.0,0.05439715338013226,,5000,20000
unit_rank,1,unit_rank_2,True,1.0,1.0,1.0,0.0,0.0,0.03974413001912876,,5000,20000
unit_rank,2,unit_rank_3,False,0.0,0.4054,0.40315,0.4054,0.0022499999999999742,,2.6275608100810458e-06,2027,8063
unit_rank,3,unit_rank_4,False,0.0,0.0762,0.1022,0.0762,-0.025999999999999995,,0.0010434704638005573,381,2044
unit_rank,4,unit_rank_5,False,0.0,0.0054,0.01615,0.0054,-0.010750000000000001,,0.0014172457508978206,27,323
