"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",461,461,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,6.457875,0.01291575,6,"7;50;84;171;190;221;373;421;441;449","7;50;190;373;421;449",1,0.6,0.75,0,6,0,4,490,6,0.992040816326531,0.882727272727273
