"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","weak_signal",404,404,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,1.707625,0.01707625,2,"1;32;51;52;53;61;73;80;91;96","53;91",1,0.2,0.333333333333333,0,2,0,8,90,2,0.841666666666667,0.635436634491361
