method,epoch,group_id,selection_type,block,layer,feature,side,pip,gate_mean,margin_mean,margin_sd,slab_norm_mean,slab_norm_median,unit,global_unit
VI,2000,0,feature,input,-1,0.0,input,1.0,0.7153289318084717,1.6512916088104248,0.35547932982444763,2.445668935775757,2.409801721572876,,
VI,2000,1,feature,input,-1,1.0,input,0.22139999270439148,0.009693838655948639,-0.5387188196182251,0.6352203488349915,2.032447099685669,2.0141537189483643,,
VI,2000,2,feature,input,-1,2.0,input,0.19179999828338623,0.006575315725058317,-0.5426425933837891,0.6100309491157532,2.056034564971924,2.0155575275421143,,
VI,2000,3,feature,input,-1,3.0,input,1.0,0.755120038986206,1.8168030977249146,0.34142521023750305,2.6413867473602295,2.6130871772766113,,
VI,2000,4,feature,input,-1,4.0,input,0.2054000049829483,0.007983917370438576,-0.5491512417793274,0.6025279760360718,2.0487091541290283,2.0256760120391846,,
VI,2000,5,feature,input,-1,5.0,input,0.1485999971628189,0.00820421613752842,-0.6198132634162903,0.611139714717865,2.0329129695892334,2.009345531463623,,
VI,2000,6,unit,0,0,,group,1.0,0.6543217897415161,1.420120120048523,0.2915251553058624,2.6529669761657715,2.6267898082733154,0.0,0.0
VI,2000,7,unit,0,0,,group,0.18440000712871552,0.009141038171947002,-0.6071776747703552,0.6473899483680725,2.4771523475646973,2.455625057220459,1.0,1.0
VI,2000,8,unit,0,0,,group,1.0,0.7289254665374756,1.698808193206787,0.3321147859096527,2.783698320388794,2.7546157836914062,2.0,2.0
VI,2000,9,unit,0,0,,group,0.25200000405311584,0.015077930875122547,-0.5024409890174866,0.6506234407424927,2.4753260612487793,2.463761806488037,3.0,3.0
VI,2000,10,unit,0,0,,group,0.2272000014781952,0.011589540168642998,-0.5219811201095581,0.6285445094108582,2.4978363513946533,2.479487657546997,4.0,4.0
VI,2000,11,unit,1,1,,group,0.1899999976158142,0.0073442175053060055,-0.5744691491127014,0.6285699009895325,2.2845582962036133,2.2640388011932373,0.0,5.0
VI,2000,12,unit,1,1,,group,1.0,0.6936533451080322,1.5522927045822144,0.2979695200920105,2.5764362812042236,2.535266399383545,1.0,6.0
VI,2000,13,unit,1,1,,group,0.21660000085830688,0.010087483562529087,-0.5475219488143921,0.634005606174469,2.263155937194824,2.243189573287964,2.0,7.0
VI,2000,14,unit,1,1,,group,0.2793999910354614,0.015503503382205963,-0.4451342821121216,0.6275767087936401,2.258995294570923,2.226520299911499,3.0,8.0
VI,2000,15,unit,1,1,,group,0.20919999480247498,0.012401147745549679,-0.5476953387260437,0.6373165845870972,2.2580180168151855,2.2428760528564453,4.0,9.0
MCMC,,0,feature,input,-1,0.0,input,1.0,0.6328774690628052,1.4678248167037964,0.5774835348129272,2.3560078144073486,2.310983180999756,,
MCMC,,1,feature,input,-1,1.0,input,0.2535000145435333,0.024126369506120682,-0.5120905041694641,0.7251180410385132,2.092930316925049,2.054295063018799,,
MCMC,,2,feature,input,-1,2.0,input,0.2459000051021576,0.02040155418217182,-0.5340010523796082,0.7223212718963623,2.0833075046539307,2.046663999557495,,
MCMC,,3,feature,input,-1,3.0,input,1.0,0.6653932332992554,1.5713584423065186,0.5836862921714783,2.577465534210205,2.5279088020324707,,
MCMC,,4,feature,input,-1,4.0,input,0.3112500011920929,0.04000009223818779,-0.4341132342815399,0.7655858993530273,2.0718905925750732,2.0359432697296143,,
MCMC,,5,feature,input,-1,5.0,input,0.303600013256073,0.03595157340168953,-0.43949708342552185,0.7450668215751648,2.071732759475708,2.024362564086914,,
MCMC,,6,unit,0,0,,group,0.9154999852180481,0.60068678855896,1.540863037109375,1.0998326539993286,2.5900251865386963,2.547508716583252,0.0,0.0
MCMC,,7,unit,0,0,,group,0.8987500071525574,0.5880613923072815,1.5025187730789185,1.142556071281433,2.571798801422119,2.5328209400177,1.0,1.0
MCMC,,8,unit,0,0,,group,0.8892499804496765,0.5660131573677063,1.444443702697754,1.1678097248077393,2.5429439544677734,2.504798650741577,2.0,2.0
MCMC,,9,unit,0,0,,group,0.899649977684021,0.5736215114593506,1.464105486869812,1.1389548778533936,2.590804100036621,2.5542550086975098,3.0,3.0
MCMC,,10,unit,0,0,,group,0.9279999732971191,0.6229066252708435,1.6096336841583252,1.066103219985962,2.6376123428344727,2.6174728870391846,4.0,4.0
MCMC,,11,unit,1,1,,group,0.9057999849319458,0.584418773651123,1.4976701736450195,1.125407338142395,2.4107730388641357,2.3828678131103516,0.0,5.0
MCMC,,12,unit,1,1,,group,0.899399995803833,0.5733307003974915,1.4562300443649292,1.1268244981765747,2.3951077461242676,2.364224910736084,1.0,6.0
MCMC,,13,unit,1,1,,group,0.9087499976158142,0.5895702242851257,1.5032927989959717,1.1057097911834717,2.3923888206481934,2.3566486835479736,2.0,7.0
MCMC,,14,unit,1,1,,group,0.8640000224113464,0.5379002690315247,1.350913643836975,1.2034438848495483,2.3564651012420654,2.3117055892944336,3.0,8.0
MCMC,,15,unit,1,1,,group,0.8646500110626221,0.5291996598243713,1.3115923404693604,1.1791763305664062,2.3417129516601562,2.3056764602661133,4.0,9.0
