method,epoch,block,layer,unit,global_unit,group_id,posterior_rank,unit_pip,gate_mean,margin_mean,margin_sd,input_slab_norm_mean,output_slab_norm_mean,slab_strength_mean,effective_strength_mean
VI,250,0,0,1,1,7,7,0.5600000023841858,0.2565869987010956,0.17768312990665436,1.3448915481567383,2.0345513820648193,1.6990703344345093,3.440154790878296,0.8665950894355774
VI,250,0,0,4,4,10,10,0.5400000214576721,0.2524748146533966,0.16979309916496277,1.3111059665679932,2.064713716506958,1.6473498344421387,3.4099221229553223,0.8734234571456909
VI,250,1,1,2,7,13,2,0.5960000157356262,0.2712019383907318,0.2797810733318329,1.2838243246078491,2.0972211360931396,0.4324841797351837,0.9036563634872437,0.24592435359954834
VI,250,1,1,1,6,12,3,0.593999981880188,0.27381792664527893,0.3167269825935364,1.2776963710784912,2.2962875366210938,0.3372613489627838,0.7743311524391174,0.2112707495689392
VI,250,1,1,0,5,11,5,0.5839999914169312,0.28166985511779785,0.2693568170070648,1.3720600605010986,2.1358652114868164,0.2366667091846466,0.5079978108406067,0.1437496691942215
VI,250,1,1,3,8,14,8,0.5550000071525574,0.2605442404747009,0.2054440677165985,1.3164780139923096,2.196547031402588,0.3211583197116852,0.7089767456054688,0.1840926557779312
VI,250,1,1,4,9,15,9,0.546999990940094,0.2516535520553589,0.1708802580833435,1.3057242631912231,2.1935150623321533,0.16729430854320526,0.36813074350357056,0.09241997450590134
VI,500,0,0,0,0,6,3,0.550000011920929,0.2517796456813812,0.15617890655994415,1.3425372838974,2.388741970062256,2.244194269180298,5.357537746429443,1.345430850982666
VI,500,0,0,4,4,10,5,0.5379999876022339,0.2559160888195038,0.17569537460803986,1.3754891157150269,2.1730897426605225,1.7832114696502686,3.870473623275757,0.9930577278137207
VI,500,0,0,2,2,8,7,0.5320000052452087,0.2419349104166031,0.10359205305576324,1.336653232574463,2.6693873405456543,2.592592477798462,6.9186906814575195,1.683929443359375
VI,500,0,0,3,3,9,8,0.531000018119812,0.24601809680461884,0.12661662697792053,1.3553118705749512,2.0732500553131104,1.765071988105774,3.66623592376709,0.9153800010681152
VI,500,0,0,1,1,7,9,0.5270000100135803,0.2533350884914398,0.15426529943943024,1.3433732986450195,2.1645448207855225,1.7506436109542847,3.789196729660034,0.9610459804534912
VI,500,1,1,4,9,15,1,0.574999988079071,0.26991668343544006,0.20753507316112518,1.3294610977172852,2.298452615737915,0.2579194903373718,0.5973694920539856,0.16497842967510223
VI,500,1,1,0,5,11,2,0.5550000071525574,0.2560989260673523,0.1480538696050644,1.4160308837890625,2.2830498218536377,0.4105777144432068,0.9392779469490051,0.2365531474351883
VI,500,1,1,2,7,13,4,0.5429999828338623,0.2461169809103012,0.11927929520606995,1.3606621026992798,2.222975492477417,0.5163916349411011,1.1532695293426514,0.29873400926589966
VI,500,1,1,1,6,12,6,0.5329999923706055,0.2533940076828003,0.13778309524059296,1.3731521368026733,2.2177133560180664,0.34065940976142883,0.75529944896698,0.1916017383337021
VI,500,1,1,3,8,14,10,0.5210000276565552,0.24680984020233154,0.1295744925737381,1.414008378982544,2.1738932132720947,0.40946435928344727,0.8892813324928284,0.20627327263355255
VI,750,0,0,0,0,6,1,1.0,0.7458433508872986,1.7622233629226685,0.3108998239040375,2.536391258239746,2.2320427894592285,5.656266689300537,4.2162089347839355
VI,750,0,0,2,2,8,2,1.0,0.7800158858299255,1.927610993385315,0.2936049699783325,2.7547473907470703,2.556257963180542,7.037595748901367,5.484593391418457
VI,750,0,0,4,4,10,4,0.5619999766349792,0.1437300741672516,0.04816092550754547,0.7612511515617371,2.475829601287842,1.8984096050262451,4.710375785827637,0.6695830821990967
VI,750,0,0,3,3,9,5,0.5509999990463257,0.08979211002588272,-0.03204397112131119,0.6459314227104187,2.5755162239074707,1.8648518323898315,4.81174898147583,0.42851921916007996
VI,750,0,0,1,1,7,7,0.4690000116825104,0.09275894612073898,-0.03957449272274971,0.6461797952651978,2.531494617462158,1.957165002822876,4.96566104888916,0.46363380551338196
VI,750,1,1,1,6,12,3,1.0,0.7843154072761536,1.9442085027694702,0.2743595540523529,2.6096622943878174,0.6571457982063293,1.7132259607315063,1.3436838388442993
VI,750,1,1,3,8,14,6,0.4970000088214874,0.06703278422355652,-0.08584634214639664,0.5980498194694519,2.191649913787842,0.4753534197807312,1.0413585901260376,0.07389718294143677
VI,750,1,1,0,5,11,8,0.4230000078678131,0.05644239857792854,-0.21038572490215302,0.6355168223381042,2.1851396560668945,0.5514786839485168,1.2151654958724976,0.060868699103593826
VI,750,1,1,4,9,15,9,0.39800000190734863,0.0640382319688797,-0.242018461227417,0.6892430782318115,2.161552667617798,0.43701738119125366,0.9503231644630432,0.06141175702214241
VI,750,1,1,2,7,13,10,0.36899998784065247,0.05757727846503258,-0.22345465421676636,0.631351888179779,2.1051738262176514,0.5625501275062561,1.1712160110473633,0.07307922095060349
VI,1000,0,0,0,0,6,1,1.0,0.7014543414115906,1.5641604661941528,0.24167388677597046,2.5260415077209473,2.2049200534820557,5.559094429016113,3.8933041095733643
VI,1000,0,0,2,2,8,2,1.0,0.7568721771240234,1.8014134168624878,0.2598155438899994,2.7010700702667236,2.3338232040405273,6.299139022827148,4.758196830749512
VI,1000,0,0,1,1,7,4,0.26100000739097595,0.02111155539751053,-0.46832385659217834,0.6504619717597961,2.450044631958008,2.020895481109619,4.959863185882568,0.11445941030979156
VI,1000,0,0,4,4,10,5,0.24699999392032623,0.013765753246843815,-0.510615348815918,0.6237546801567078,2.4150707721710205,2.041487216949463,4.937540054321289,0.07180893421173096
VI,1000,0,0,3,3,9,6,0.2370000034570694,0.018357761204242706,-0.5169854760169983,0.6491986513137817,2.50488543510437,1.9851672649383545,4.957052230834961,0.09593649953603745
VI,1000,1,1,1,6,12,3,1.0,0.7239619493484497,1.639538288116455,0.18935060501098633,2.4370369911193848,1.085497260093689,2.6354727745056152,1.906591534614563
VI,1000,1,1,2,7,13,7,0.22499999403953552,0.015434186905622482,-0.5190856456756592,0.6283136606216431,2.206972599029541,0.6094004511833191,1.3362627029418945,0.02138998731970787
VI,1000,1,1,3,8,14,8,0.20600000023841858,0.011927166022360325,-0.5745588541030884,0.6508837938308716,2.2393956184387207,0.6456297039985657,1.4514180421829224,0.016270054504275322
VI,1000,1,1,4,9,15,9,0.13899999856948853,0.007222568616271019,-0.6626821756362915,0.6377336978912354,2.247891664505005,0.6680967211723328,1.5057138204574585,0.009479395113885403
VI,1000,1,1,0,5,11,10,0.05400000140070915,0.0012919652508571744,-0.8616489171981812,0.6385121941566467,2.251884698867798,0.6924777626991272,1.562320590019226,0.0020625432953238487
VI,1250,0,0,0,0,6,1,1.0,0.6660040616989136,1.4571199417114258,0.2896506190299988,2.6127495765686035,2.2649316787719727,5.894298553466797,3.9048187732696533
VI,1250,0,0,2,2,8,2,1.0,0.7350725531578064,1.7155447006225586,0.3014073967933655,2.7606770992279053,2.4026434421539307,6.640425205230713,4.872485637664795
VI,1250,0,0,4,4,10,4,0.20800000429153442,0.009148133918642998,-0.553354799747467,0.6128329634666443,2.459578514099121,2.068467140197754,5.096274375915527,0.04819115623831749
VI,1250,0,0,3,3,9,7,0.16200000047683716,0.009376180358231068,-0.7062680721282959,0.689660906791687,2.4403915405273438,2.0076491832733154,4.9090800285339355,0.048284757882356644
VI,1250,0,0,1,1,7,9,0.15399999916553497,0.008443192578852177,-0.6743965744972229,0.623906135559082,2.4594006538391113,2.0292649269104004,4.984291076660156,0.04322678968310356
VI,1250,1,1,1,6,12,3,1.0,0.6778846383094788,1.4824053049087524,0.2393162101507187,2.4938061237335205,1.2116854190826416,2.999182939529419,2.0258305072784424
VI,1250,1,1,0,5,11,5,0.19900000095367432,0.00930178165435791,-0.5937326550483704,0.6482189893722534,2.2638773918151855,0.712373673915863,1.6114798784255981,0.015345657244324684
VI,1250,1,1,3,8,14,6,0.17800000309944153,0.006238172762095928,-0.6223568320274353,0.6511780619621277,2.254904270172119,0.7324086427688599,1.6373664140701294,0.011377503164112568
VI,1250,1,1,2,7,13,8,0.16099999845027924,0.009017622098326683,-0.6381306052207947,0.6344872713088989,2.318242073059082,0.6405763030052185,1.4839390516281128,0.014534524641931057
VI,1250,1,1,4,9,15,10,0.1289999932050705,0.00812491774559021,-0.7008964419364929,0.638504147529602,2.223560094833374,0.6848357319831848,1.5346524715423584,0.010620899498462677
VI,1500,0,0,0,0,6,1,1.0,0.6720877885818481,1.4718995094299316,0.271720826625824,2.617823839187622,2.268155336380005,5.911433219909668,3.9559295177459717
VI,1500,0,0,2,2,8,2,1.0,0.7524006962776184,1.7969738245010376,0.3179169297218323,2.761054515838623,2.4115078449249268,6.654768943786621,4.993840217590332
VI,1500,0,0,4,4,10,4,0.296999990940094,0.022785166278481483,-0.446087121963501,0.6520214676856995,2.4979748725891113,2.0588648319244385,5.159689426422119,0.11687802523374557
VI,1500,0,0,3,3,9,5,0.2720000147819519,0.017834078520536423,-0.450320303440094,0.6354763507843018,2.4478936195373535,2.0323169231414795,4.963101387023926,0.09836325794458389
VI,1500,0,0,1,1,7,6,0.25600001215934753,0.01871352270245552,-0.46202513575553894,0.6333339214324951,2.46223521232605,2.011061429977417,4.957869052886963,0.0895610824227333
VI,1500,1,1,1,6,12,3,1.0,0.722439706325531,1.6558836698532104,0.2772771120071411,2.57120418548584,1.195916771888733,3.054053783416748,2.1954355239868164
VI,1500,1,1,0,5,11,7,0.22699999809265137,0.01688523404300213,-0.5248246788978577,0.6532522439956665,2.2551615238189697,0.7338494658470154,1.6293504238128662,0.024267666041851044
VI,1500,1,1,4,9,15,8,0.21799999475479126,0.01233377680182457,-0.5491800308227539,0.6475362181663513,2.2380270957946777,0.6948792934417725,1.555264949798584,0.019166607409715652
VI,1500,1,1,3,8,14,9,0.19900000095367432,0.009568845853209496,-0.6044014692306519,0.6577317714691162,2.2660653591156006,0.7003992795944214,1.566904902458191,0.013509707525372505
VI,1500,1,1,2,7,13,10,0.16200000047683716,0.007377154193818569,-0.6075486540794373,0.6022555828094482,2.226865291595459,0.6685361266136169,1.467966914176941,0.012396211735904217
VI,1750,0,0,0,0,6,1,1.0,0.6504062414169312,1.4139617681503296,0.3099146783351898,2.6215970516204834,2.1965792179107666,5.742998123168945,3.7043042182922363
VI,1750,0,0,2,2,8,2,1.0,0.7212336659431458,1.6565988063812256,0.30214688181877136,2.7334952354431152,2.35984468460083,6.453181743621826,4.636216163635254
VI,1750,0,0,1,1,7,4,0.27000001072883606,0.018123382702469826,-0.46993857622146606,0.6550823450088501,2.3544886112213135,1.9846246242523193,4.668938636779785,0.08385909348726273
VI,1750,0,0,3,3,9,6,0.2160000056028366,0.012129968963563442,-0.5185016989707947,0.610089898109436,2.42455792427063,2.008613348007202,4.878191947937012,0.05937226116657257
VI,1750,0,0,4,4,10,7,0.18700000643730164,0.010970387607812881,-0.5837056636810303,0.635125994682312,2.3841395378112793,2.0192646980285645,4.821756362915039,0.0537915863096714
VI,1750,1,1,1,6,12,3,1.0,0.6802769303321838,1.4965577125549316,0.265022337436676,2.5405466556549072,1.2132104635238647,3.05947208404541,2.0701045989990234
VI,1750,1,1,0,5,11,5,0.21899999678134918,0.008589905686676502,-0.5103681087493896,0.5937309265136719,2.227590799331665,0.7286576628684998,1.621694803237915,0.012609348632395267
VI,1750,1,1,4,9,15,8,0.17000000178813934,0.009142293594777584,-0.623274028301239,0.6460434794425964,2.1751816272735596,0.7148715257644653,1.5593204498291016,0.014318771660327911
VI,1750,1,1,3,8,14,9,0.13199999928474426,0.00494261272251606,-0.7101346254348755,0.6432180404663086,2.1879775524139404,0.7135838270187378,1.5545724630355835,0.006334001664072275
VI,1750,1,1,2,7,13,10,0.125,0.004919296130537987,-0.6676453948020935,0.6096466183662415,2.2384042739868164,0.6595819592475891,1.4746021032333374,0.007654829882085323
VI,2000,0,0,0,0,6,1,1.0,0.6561896800994873,1.430024266242981,0.3056916296482086,2.6596436500549316,2.290545701980591,6.076876163482666,3.953220844268799
VI,2000,0,0,2,2,8,2,1.0,0.7294003963470459,1.7010059356689453,0.3341659605503082,2.7737724781036377,2.466960906982422,6.845734596252441,4.957896709442139
VI,2000,0,0,3,3,9,5,0.21299999952316284,0.013768097385764122,-0.5312285423278809,0.6352124810218811,2.4805796146392822,1.9981067180633545,4.952402114868164,0.06319785118103027
VI,2000,0,0,4,4,10,6,0.21299999952316284,0.009856260381639004,-0.544767439365387,0.6326744556427002,2.519767999649048,2.042707681655884,5.137451171875,0.05130629613995552
VI,2000,0,0,1,1,7,10,0.17800000309944153,0.009640155360102654,-0.6101602911949158,0.6577737927436829,2.4777941703796387,2.0277841091156006,4.9870195388793945,0.04973897710442543
VI,2000,1,1,1,6,12,3,1.0,0.6907116770744324,1.5409189462661743,0.2931782007217407,2.585144519805908,1.310555338859558,3.357166290283203,2.3058202266693115
VI,2000,1,1,3,8,14,4,0.2709999978542328,0.015898285433650017,-0.4363821744918823,0.6199164986610413,2.276456832885742,0.6829777359962463,1.5460821390151978,0.021397434175014496
VI,2000,1,1,0,5,11,7,0.2070000022649765,0.007617074064910412,-0.5717806220054626,0.649357795715332,2.274442434310913,0.7536256313323975,1.6894375085830688,0.013440030626952648
VI,2000,1,1,2,7,13,8,0.20200000703334808,0.009289863519370556,-0.5481356978416443,0.6241837739944458,2.2475781440734863,0.6641127467155457,1.469498634338379,0.01551752258092165
VI,2000,1,1,4,9,15,9,0.1899999976158142,0.012091968208551407,-0.5322833061218262,0.6122275590896606,2.224836826324463,0.7175947427749634,1.609662652015686,0.017981918528676033
