method,epoch,group_id,selection_type,block,layer,feature,side,pip,gate_mean,margin_mean,margin_sd,slab_norm_mean,slab_norm_median,unit,global_unit
VI,500,1,feature,input,-1,1.0,input,0.5720000267028809,0.2751171886920929,0.24131377041339874,1.40187406539917,1.3340249061584473,1.304214358329773,,
VI,500,2,feature,input,-1,2.0,input,0.574999988079071,0.2749102711677551,0.248075470328331,1.3574892282485962,1.3308615684509277,1.2820807695388794,,
VI,500,3,feature,input,-1,3.0,input,0.5699999928474426,0.2686867117881775,0.22508418560028076,1.3721779584884644,2.996507406234741,2.961069107055664,,
VI,500,4,feature,input,-1,4.0,input,0.5799999833106995,0.2801263630390167,0.24456563591957092,1.4043126106262207,1.3504061698913574,1.3085564374923706,,
VI,500,5,feature,input,-1,5.0,input,0.5569999814033508,0.259316086769104,0.1925608515739441,1.3506802320480347,1.3192596435546875,1.2841200828552246,,
VI,500,6,unit,0,0,,group,0.550000011920929,0.2517796456813812,0.15617890655994415,1.3425372838974,2.388741970062256,2.3867201805114746,0.0,0.0
VI,500,7,unit,0,0,,group,0.5270000100135803,0.2533350884914398,0.15426529943943024,1.3433732986450195,2.1645448207855225,2.144843339920044,1.0,1.0
VI,500,8,unit,0,0,,group,0.5320000052452087,0.2419349104166031,0.10359205305576324,1.336653232574463,2.6693873405456543,2.6892151832580566,2.0,2.0
VI,500,9,unit,0,0,,group,0.531000018119812,0.24601809680461884,0.12661662697792053,1.3553118705749512,2.0732500553131104,2.0416953563690186,3.0,3.0
VI,500,10,unit,0,0,,group,0.5379999876022339,0.2559160888195038,0.17569537460803986,1.3754891157150269,2.1730897426605225,2.172666549682617,4.0,4.0
VI,500,11,unit,1,1,,group,0.5550000071525574,0.2560989260673523,0.1480538696050644,1.4160308837890625,2.2830498218536377,2.3079521656036377,0.0,5.0
VI,500,12,unit,1,1,,group,0.5329999923706055,0.2533940076828003,0.13778309524059296,1.3731521368026733,2.2177133560180664,2.221139430999756,1.0,6.0
VI,500,13,unit,1,1,,group,0.5429999828338623,0.2461169809103012,0.11927929520606995,1.3606621026992798,2.222975492477417,2.22516131401062,2.0,7.0
VI,500,14,unit,1,1,,group,0.5210000276565552,0.24680984020233154,0.1295744925737381,1.414008378982544,2.1738932132720947,2.132098436355591,3.0,8.0
VI,500,15,unit,1,1,,group,0.574999988079071,0.26991668343544006,0.20753507316112518,1.3294610977172852,2.298452615737915,2.2781028747558594,4.0,9.0
VI,750,0,feature,input,-1,0.0,input,1.0,0.7468466758728027,1.7909506559371948,0.37286898493766785,2.562731981277466,2.5404632091522217,,
VI,750,1,feature,input,-1,1.0,input,0.29100000858306885,0.02934403158724308,-0.37807947397232056,0.6100534796714783,1.845262885093689,1.8066543340682983,,
VI,750,2,feature,input,-1,2.0,input,0.20100000500679016,0.012468463741242886,-0.5100762844085693,0.5834394693374634,2.0361762046813965,1.9965530633926392,,
VI,750,3,feature,input,-1,3.0,input,1.0,0.7889207601547241,1.9988539218902588,0.3535975515842438,2.834418296813965,2.8048298358917236,,
VI,750,4,feature,input,-1,4.0,input,0.2720000147819519,0.028114814311265945,-0.3370451033115387,0.5652198791503906,1.8974857330322266,1.858664870262146,,
VI,750,5,feature,input,-1,5.0,input,0.2809999883174896,0.026410629972815514,-0.34116995334625244,0.5565192103385925,1.9357430934906006,1.9358536005020142,,
VI,750,6,unit,0,0,,group,1.0,0.7458433508872986,1.7622233629226685,0.3108998239040375,2.536391258239746,2.5238196849823,0.0,0.0
VI,750,7,unit,0,0,,group,0.4690000116825104,0.09275894612073898,-0.03957449272274971,0.6461797952651978,2.531494617462158,2.5417568683624268,1.0,1.0
VI,750,8,unit,0,0,,group,1.0,0.7800158858299255,1.927610993385315,0.2936049699783325,2.7547473907470703,2.7427029609680176,2.0,2.0
VI,750,9,unit,0,0,,group,0.5509999990463257,0.08979211002588272,-0.03204397112131119,0.6459314227104187,2.5755162239074707,2.5950262546539307,3.0,3.0
VI,750,10,unit,0,0,,group,0.5619999766349792,0.1437300741672516,0.04816092550754547,0.7612511515617371,2.475829601287842,2.492581605911255,4.0,4.0
VI,750,11,unit,1,1,,group,0.4230000078678131,0.05644239857792854,-0.21038572490215302,0.6355168223381042,2.1851396560668945,2.1725122928619385,0.0,5.0
VI,750,12,unit,1,1,,group,1.0,0.7843154072761536,1.9442085027694702,0.2743595540523529,2.6096622943878174,2.6053218841552734,1.0,6.0
VI,750,13,unit,1,1,,group,0.36899998784065247,0.05757727846503258,-0.22345465421676636,0.631351888179779,2.1051738262176514,2.103358030319214,2.0,7.0
VI,750,14,unit,1,1,,group,0.4970000088214874,0.06703278422355652,-0.08584634214639664,0.5980498194694519,2.191649913787842,2.1709766387939453,3.0,8.0
VI,750,15,unit,1,1,,group,0.39800000190734863,0.0640382319688797,-0.242018461227417,0.6892430782318115,2.161552667617798,2.146507740020752,4.0,9.0
VI,1000,0,feature,input,-1,0.0,input,1.0,0.7441498041152954,1.7711925506591797,0.35198676586151123,2.386899471282959,2.3410797119140625,,
VI,1000,1,feature,input,-1,1.0,input,0.2029999941587448,0.012940413318574429,-0.5600786209106445,0.6448609828948975,1.9606595039367676,1.936523199081421,,
VI,1000,2,feature,input,-1,2.0,input,0.1469999998807907,0.009180263616144657,-0.6531383991241455,0.6444797515869141,2.0190892219543457,2.018882989883423,,
VI,1000,3,feature,input,-1,3.0,input,1.0,0.7858210206031799,1.9731475114822388,0.32525649666786194,2.649049758911133,2.5791497230529785,,
VI,1000,4,feature,input,-1,4.0,input,0.25600001215934753,0.014919869601726532,-0.3851707875728607,0.5187228918075562,2.0000574588775635,1.9818310737609863,,
VI,1000,5,feature,input,-1,5.0,input,0.1770000010728836,0.010938592255115509,-0.564227283000946,0.5944638848304749,1.9895110130310059,1.975254774093628,,
VI,1000,6,unit,0,0,,group,1.0,0.7014543414115906,1.5641604661941528,0.24167388677597046,2.5260415077209473,2.5063021183013916,0.0,0.0
VI,1000,7,unit,0,0,,group,0.26100000739097595,0.02111155539751053,-0.46832385659217834,0.6504619717597961,2.450044631958008,2.421525001525879,1.0,1.0
VI,1000,8,unit,0,0,,group,1.0,0.7568721771240234,1.8014134168624878,0.2598155438899994,2.7010700702667236,2.6726315021514893,2.0,2.0
VI,1000,9,unit,0,0,,group,0.2370000034570694,0.018357761204242706,-0.5169854760169983,0.6491986513137817,2.50488543510437,2.5094306468963623,3.0,3.0
VI,1000,10,unit,0,0,,group,0.24699999392032623,0.013765753246843815,-0.510615348815918,0.6237546801567078,2.4150707721710205,2.384563684463501,4.0,4.0
VI,1000,11,unit,1,1,,group,0.05400000140070915,0.0012919652508571744,-0.8616489171981812,0.6385121941566467,2.251884698867798,2.2327280044555664,0.0,5.0
VI,1000,12,unit,1,1,,group,1.0,0.7239619493484497,1.639538288116455,0.18935060501098633,2.4370369911193848,2.4070842266082764,1.0,6.0
VI,1000,13,unit,1,1,,group,0.22499999403953552,0.015434186905622482,-0.5190856456756592,0.6283136606216431,2.206972599029541,2.2043871879577637,2.0,7.0
VI,1000,14,unit,1,1,,group,0.20600000023841858,0.011927166022360325,-0.5745588541030884,0.6508837938308716,2.2393956184387207,2.2439653873443604,3.0,8.0
VI,1000,15,unit,1,1,,group,0.13899999856948853,0.007222568616271019,-0.6626821756362915,0.6377336978912354,2.247891664505005,2.2490837574005127,4.0,9.0
VI,1250,0,feature,input,-1,0.0,input,1.0,0.7171260118484497,1.6628201007843018,0.36973831057548523,2.400672197341919,2.3603515625,,
VI,1250,1,feature,input,-1,1.0,input,0.12600000202655792,0.004649029579013586,-0.6493779420852661,0.5917895436286926,1.9940038919448853,1.9721121788024902,,
VI,1250,2,feature,input,-1,2.0,input,0.18299999833106995,0.007703283801674843,-0.5767562389373779,0.6317224502563477,2.0132360458374023,1.9911632537841797,,
VI,1250,3,feature,input,-1,3.0,input,1.0,0.7738633155822754,1.908427119255066,0.3315261900424957,2.664381504058838,2.6233301162719727,,
VI,1250,4,feature,input,-1,4.0,input,0.18400000035762787,0.006545335985720158,-0.5554680228233337,0.5646691918373108,1.9940180778503418,1.9639949798583984,,
VI,1250,5,feature,input,-1,5.0,input,0.17800000309944153,0.009951656684279442,-0.6165235042572021,0.6295227408409119,1.991182804107666,1.962210774421692,,
VI,1250,6,unit,0,0,,group,1.0,0.6660040616989136,1.4571199417114258,0.2896506190299988,2.6127495765686035,2.5725717544555664,0.0,0.0
VI,1250,7,unit,0,0,,group,0.15399999916553497,0.008443192578852177,-0.6743965744972229,0.623906135559082,2.4594006538391113,2.413478136062622,1.0,1.0
VI,1250,8,unit,0,0,,group,1.0,0.7350725531578064,1.7155447006225586,0.3014073967933655,2.7606770992279053,2.7408242225646973,2.0,2.0
VI,1250,9,unit,0,0,,group,0.16200000047683716,0.009376180358231068,-0.7062680721282959,0.689660906791687,2.4403915405273438,2.42130446434021,3.0,3.0
VI,1250,10,unit,0,0,,group,0.20800000429153442,0.009148133918642998,-0.553354799747467,0.6128329634666443,2.459578514099121,2.420121669769287,4.0,4.0
VI,1250,11,unit,1,1,,group,0.19900000095367432,0.00930178165435791,-0.5937326550483704,0.6482189893722534,2.2638773918151855,2.2302420139312744,0.0,5.0
VI,1250,12,unit,1,1,,group,1.0,0.6778846383094788,1.4824053049087524,0.2393162101507187,2.4938061237335205,2.44230055809021,1.0,6.0
VI,1250,13,unit,1,1,,group,0.16099999845027924,0.009017622098326683,-0.6381306052207947,0.6344872713088989,2.3182425498962402,2.2950146198272705,2.0,7.0
VI,1250,14,unit,1,1,,group,0.17800000309944153,0.006238172762095928,-0.6223568320274353,0.6511780619621277,2.254904270172119,2.2127645015716553,3.0,8.0
VI,1250,15,unit,1,1,,group,0.1289999932050705,0.00812491774559021,-0.7008964419364929,0.638504147529602,2.223560333251953,2.228639602661133,4.0,9.0
VI,1500,0,feature,input,-1,0.0,input,1.0,0.7224666476249695,1.6715081930160522,0.3319072425365448,2.370537757873535,2.3312935829162598,,
VI,1500,1,feature,input,-1,1.0,input,0.18299999833106995,0.008941718377172947,-0.5599179863929749,0.6046456694602966,2.015550374984741,2.004575490951538,,
VI,1500,2,feature,input,-1,2.0,input,0.1589999943971634,0.00565139576792717,-0.5869724154472351,0.6135683655738831,2.049821376800537,2.0357584953308105,,
VI,1500,3,feature,input,-1,3.0,input,0.9990000128746033,0.7787956595420837,1.9354501962661743,0.3401198983192444,2.6588680744171143,2.635854959487915,,
VI,1500,4,feature,input,-1,4.0,input,0.21400000154972076,0.009592179208993912,-0.5089011192321777,0.5662819147109985,2.010484457015991,1.9843528270721436,,
VI,1500,5,feature,input,-1,5.0,input,0.15800000727176666,0.00919842068105936,-0.6310444474220276,0.6204612851142883,2.0541489124298096,2.0291054248809814,,
VI,1500,6,unit,0,0,,group,1.0,0.6720877885818481,1.4718995094299316,0.271720826625824,2.617824077606201,2.5824437141418457,0.0,0.0
VI,1500,7,unit,0,0,,group,0.25600001215934753,0.01871352270245552,-0.46202513575553894,0.6333339214324951,2.462235450744629,2.4295883178710938,1.0,1.0
VI,1500,8,unit,0,0,,group,1.0,0.7524006962776184,1.7969738245010376,0.3179169297218323,2.761054515838623,2.739847183227539,2.0,2.0
VI,1500,9,unit,0,0,,group,0.2720000147819519,0.017834078520536423,-0.450320303440094,0.6354763507843018,2.4478936195373535,2.423720598220825,3.0,3.0
VI,1500,10,unit,0,0,,group,0.296999990940094,0.022785166278481483,-0.446087121963501,0.6520214676856995,2.4979748725891113,2.463348388671875,4.0,4.0
VI,1500,11,unit,1,1,,group,0.22699999809265137,0.01688523404300213,-0.5248246788978577,0.6532522439956665,2.2551615238189697,2.2281811237335205,0.0,5.0
VI,1500,12,unit,1,1,,group,1.0,0.722439706325531,1.6558836698532104,0.2772771120071411,2.57120418548584,2.537517547607422,1.0,6.0
VI,1500,13,unit,1,1,,group,0.16200000047683716,0.007377154193818569,-0.6075486540794373,0.6022555828094482,2.226865291595459,2.2125916481018066,2.0,7.0
VI,1500,14,unit,1,1,,group,0.19900000095367432,0.009568845853209496,-0.6044014692306519,0.6577317714691162,2.2660653591156006,2.2348039150238037,3.0,8.0
VI,1500,15,unit,1,1,,group,0.21799999475479126,0.01233377680182457,-0.5491800308227539,0.6475362181663513,2.2380270957946777,2.2097513675689697,4.0,9.0
VI,1750,0,feature,input,-1,0.0,input,1.0,0.7086545825004578,1.6308786869049072,0.369472861289978,2.4218368530273438,2.3782739639282227,,
VI,1750,1,feature,input,-1,1.0,input,0.12200000137090683,0.002931618597358465,-0.7400334477424622,0.6501517295837402,1.9208195209503174,1.8744761943817139,,
VI,1750,2,feature,input,-1,2.0,input,0.0860000029206276,0.0012002269504591823,-0.684473991394043,0.5895381569862366,1.9654972553253174,1.927628517150879,,
VI,1750,3,feature,input,-1,3.0,input,1.0,0.7550379633903503,1.8063427209854126,0.3055001497268677,2.6090266704559326,2.5668723583221436,,
VI,1750,4,feature,input,-1,4.0,input,0.19099999964237213,0.00660481583327055,-0.5145188570022583,0.5604949593544006,1.9917783737182617,1.9725024700164795,,
VI,1750,5,feature,input,-1,5.0,input,0.07599999755620956,0.0030667169485241175,-0.7624849677085876,0.5809508562088013,1.9906892776489258,1.9715768098831177,,
VI,1750,6,unit,0,0,,group,1.0,0.6504062414169312,1.4139617681503296,0.3099146783351898,2.6215970516204834,2.5921995639801025,0.0,0.0
VI,1750,7,unit,0,0,,group,0.27000001072883606,0.018123382702469826,-0.46993857622146606,0.6550823450088501,2.3544886112213135,2.331916570663452,1.0,1.0
VI,1750,8,unit,0,0,,group,1.0,0.7212336659431458,1.6565988063812256,0.30214688181877136,2.7334952354431152,2.704399824142456,2.0,2.0
VI,1750,9,unit,0,0,,group,0.2160000056028366,0.012129968963563442,-0.5185016989707947,0.610089898109436,2.42455792427063,2.4384782314300537,3.0,3.0
VI,1750,10,unit,0,0,,group,0.18700000643730164,0.010970387607812881,-0.5837056636810303,0.635125994682312,2.3841395378112793,2.354792594909668,4.0,4.0
VI,1750,11,unit,1,1,,group,0.21899999678134918,0.008589905686676502,-0.5103681087493896,0.5937309265136719,2.227590799331665,2.2190821170806885,0.0,5.0
VI,1750,12,unit,1,1,,group,1.0,0.6802769303321838,1.4965577125549316,0.265022337436676,2.5405466556549072,2.4981048107147217,1.0,6.0
VI,1750,13,unit,1,1,,group,0.125,0.004919296130537987,-0.6676453948020935,0.6096466183662415,2.2384042739868164,2.229844808578491,2.0,7.0
VI,1750,14,unit,1,1,,group,0.13199999928474426,0.00494261272251606,-0.7101346254348755,0.6432180404663086,2.1879775524139404,2.190459966659546,3.0,8.0
VI,1750,15,unit,1,1,,group,0.17000000178813934,0.009142293594777584,-0.623274028301239,0.6460434794425964,2.1751816272735596,2.1435976028442383,4.0,9.0
VI,2000,0,feature,input,-1,0.0,input,1.0,0.7136168479919434,1.6429692506790161,0.3486210107803345,2.476010322570801,2.443540096282959,,
VI,2000,1,feature,input,-1,1.0,input,0.2199999988079071,0.008728697896003723,-0.5279152989387512,0.6194486618041992,2.028573989868164,2.0035810470581055,,
VI,2000,2,feature,input,-1,2.0,input,0.1770000010728836,0.005816980265080929,-0.5746442675590515,0.6221679449081421,2.0514771938323975,2.0311923027038574,,
VI,2000,3,feature,input,-1,3.0,input,1.0,0.7546969652175903,1.8111968040466309,0.3319091796875,2.6468281745910645,2.593924045562744,,
VI,2000,4,feature,input,-1,4.0,input,0.19900000095367432,0.007917516864836216,-0.5624827742576599,0.6025909781455994,2.070305585861206,2.0577151775360107,,
VI,2000,5,feature,input,-1,5.0,input,0.15000000596046448,0.007345153950154781,-0.637924075126648,0.6244391798973083,1.99538254737854,1.9598909616470337,,
VI,2000,6,unit,0,0,,group,1.0,0.6561896800994873,1.430024266242981,0.3056916296482086,2.6596436500549316,2.6331212520599365,0.0,0.0
VI,2000,7,unit,0,0,,group,0.17800000309944153,0.009640155360102654,-0.6101602911949158,0.6577737927436829,2.4777941703796387,2.4666712284088135,1.0,1.0
VI,2000,8,unit,0,0,,group,1.0,0.7294003963470459,1.7010059356689453,0.3341659605503082,2.7737720012664795,2.744442939758301,2.0,2.0
VI,2000,9,unit,0,0,,group,0.21299999952316284,0.013768097385764122,-0.5312285423278809,0.6352124810218811,2.4805796146392822,2.4362261295318604,3.0,3.0
VI,2000,10,unit,0,0,,group,0.21299999952316284,0.009856260381639004,-0.544767439365387,0.6326744556427002,2.519767999649048,2.5231828689575195,4.0,4.0
VI,2000,11,unit,1,1,,group,0.2070000022649765,0.007617074064910412,-0.5717806220054626,0.649357795715332,2.274442434310913,2.2496581077575684,0.0,5.0
VI,2000,12,unit,1,1,,group,1.0,0.6907116770744324,1.5409189462661743,0.2931782007217407,2.585144519805908,2.537450075149536,1.0,6.0
VI,2000,13,unit,1,1,,group,0.20200000703334808,0.009289863519370556,-0.5481356978416443,0.6241837739944458,2.2475781440734863,2.257932424545288,2.0,7.0
VI,2000,14,unit,1,1,,group,0.2709999978542328,0.015898285433650017,-0.4363821744918823,0.6199164986610413,2.276456832885742,2.254613161087036,3.0,8.0
VI,2000,15,unit,1,1,,group,0.1899999976158142,0.012091968208551407,-0.5322833061218262,0.6122275590896606,2.224836826324463,2.208712577819824,4.0,9.0
