method,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc
last_flow,simple,423,423,160,100,10,1.0,0.5,4000,11,7;13;29;30;31;49;60;63;73;75,7;13;29;30;31;42;49;60;63;73;75,195,0.9090909090909091,1.0,0.9523809523809523,0.09090909090909091,10,1,0,89,11,1.0,1.0
