"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",491,491,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,8.286,0.08286,3,"1;3;12;28;29;38;47;58;67;72","29;47;58",1,0.3,0.461538461538462,0,3,0,7,90,3,0.953333333333333,0.805760233918129
