variable,mean,sd,rhat,ess,mcse
prediction_0,0.11506667343005975,0.25562908761083875,1.0004372750273844,8367.04766406157,0.002794628916385964
prediction_1,-0.05911845143870814,0.1847689299252076,1.0046548179363357,1790.5698168213241,0.004366498486099207
prediction_2,3.414210637098551,0.40725803971712016,1.0008562561947734,7450.784064445512,0.004718116692149903
prediction_3,0.3245475267070608,0.25582462887593443,1.00166626703225,7328.815283239538,0.0029883087390169235
prediction_4,-0.019595983730965962,0.20351702614377995,1.001259918013867,5324.926903556514,0.0027889705136367863
prediction_5,0.38336298383572137,0.3188773528814125,1.0014658311700435,3832.4732606273647,0.005150911752218153
prediction_6,2.0757978053033352,0.24428977958210682,1.000981504675636,4566.321472336947,0.003615114492877361
prediction_7,1.8585196444064378,0.3046954108483396,1.0016904800861703,7353.364638641873,0.003553226251277237
prediction_8,-0.027504729072371992,0.19103796681795804,1.0019469933059808,4337.492021704798,0.002900683488770362
prediction_9,2.291912526613474,0.27420435468138127,1.0011417279252766,7201.757145809556,0.003231135058416016
prediction_10,0.9570247667206567,0.298812843311178,1.0002463721556727,8025.759142665421,0.0033354635490749854
prediction_11,3.093521027213335,0.3993838757141115,1.0016788633989475,7549.565811749325,0.004596524078679201
prediction_12,2.390833183580637,0.3130392258467982,1.0011475663331377,7380.123573883157,0.003643904144175619
prediction_13,2.5517807429254056,0.3700195846259206,1.0005626889736945,8880.56991201121,0.003926488162493554
prediction_14,0.7697614029164426,0.2612495828730894,1.0004392103133741,8414.938665875545,0.002847935362821175
prediction_15,2.27850949370265,0.3233723964121737,1.000340376375382,9912.1217545235,0.0032480270023207856
prediction_16,0.02871282401835124,0.23106471359822275,1.0058979027964015,2731.0943384885422,0.004421455694485046
prediction_17,4.9723354038834575,0.4351433194575906,1.000876732091599,6915.382475056966,0.005232680496928506
prediction_18,-0.06003347974385033,0.20065869439420725,1.0017472467542703,3200.65972771335,0.0035468124924569397
prediction_19,0.15633817373043565,0.24888917735190247,1.0020341091902516,7098.631812036601,0.00295405574676352
prediction_20,0.6179722193442285,0.32893355804681546,1.0022180506162017,3518.574080666821,0.005545297277870097
prediction_21,-0.03742395140862573,0.21181175491206772,1.003696689361265,3955.767032954305,0.003367710144115585
prediction_22,2.319795884719491,0.3014939445911845,1.0007339202218644,8251.864615767136,0.0033189640389663655
prediction_23,2.1435916804909705,0.3546293314671124,1.0043465307125974,1774.7362671949788,0.008417977123443648
prediction_24,-0.08087698720984117,0.19550934656758806,1.0013930368883877,2602.717104045181,0.003832251837840347
prediction_25,0.15070959022660899,0.2291955371201635,1.0021387846685783,2367.7668166917147,0.00471017119198461
prediction_26,0.49641791459075174,0.3185574639001981,1.001450077349468,3829.9725372330854,0.005147424143758646
prediction_27,4.617166020631791,0.4360664877044784,1.003329659923858,3940.9632092043867,0.006946267782202045
prediction_28,1.1130220688313246,0.28328600901311374,1.0008222859910527,4014.2254068661623,0.004471201562252126
prediction_29,1.9532230252798646,0.36664840505421686,1.0012911821674209,8859.807569641467,0.003895270801409479
prediction_30,-0.05090829275229262,0.20851654651372523,1.0053029844209265,2312.097186894909,0.004336481328563941
prediction_31,2.2861960294753314,0.3236871102857646,1.0013240486213608,8062.857128311032,0.0036047979162492252
prediction_32,3.119544704288244,0.3543353452110818,1.000842473271092,10554.653826744458,0.003448994317081729
prediction_33,0.773218201114377,0.2487271391365061,1.000287390495113,6532.806686847781,0.003077324334227337
prediction_34,0.8163799269923009,0.29740283693980174,1.0014173225983398,4593.244892716253,0.004388188819315573
prediction_35,4.592032644593716,0.3618231942735137,1.0006067982281703,6234.084401078282,0.004582580096560493
prediction_36,-0.11402982512929957,0.19179058939284932,1.0023621433493013,2090.6601392819307,0.004194551918383336
prediction_37,-0.013954140273923258,0.20628132971217186,1.0044204215351191,2771.4562348288882,0.003918374214290034
prediction_38,1.2242779833048583,0.30147531341857203,1.0013351728582671,4377.437673289749,0.0045566090639007325
prediction_39,0.034855100869567106,0.2527357565517456,1.0042966068360186,2774.085958108309,0.004798513625882832
prediction_40,4.656918648135662,0.36747766228530304,1.0001085283647095,7758.220810539792,0.0041720535764228255
prediction_41,2.4993338205218314,0.28427792214608416,1.0004524636407546,7862.1936358053445,0.003206057186120381
prediction_42,-0.10602947059433572,0.20311644360861555,1.0024324153032154,2377.9070867574637,0.004165313013872479
prediction_43,2.7632622838795187,0.33259749744857137,1.0002717924544384,8253.351916589638,0.0036610342799993276
prediction_44,1.8405459880888462,0.2984095624089443,1.0007736650645962,5974.358214834482,0.0038607093413348032
prediction_45,4.719986409306526,0.36429372146886624,1.000672007915939,5559.044098952236,0.004885979345042041
prediction_46,3.747730902427435,0.4539700911062596,1.003104970463594,3724.480767784035,0.007438654251438717
prediction_47,2.241673460865021,0.259653236965347,1.0002431493116062,9207.742824137613,0.002705933695458004
