variable,mean,sd,rhat,ess,mcse,quantity
edge_E_0_0,0.69685,0.4596309829983576,1.011219855541144,342.30278871485405,0.024843002178737788,active_indicator
edge_E_0_1,0.5853,0.49268250101084404,1.0115670929567895,480.17116881824757,0.022483768106620377,active_indicator
edge_E_0_2,0.57755,0.4939617367872203,1.0110082919693768,439.0456771422536,0.023574281017335517,active_indicator
edge_E_0_3,0.72195,0.4480493666011974,1.0133365036305062,247.1928522885062,0.028497575526571273,active_indicator
edge_E_0_4,0.6105,0.48764909523352035,1.0077970721304235,712.2476570406842,0.01827224493150003,active_indicator
edge_E_0_5,0.5993,0.4900525661353569,1.0089323705057591,602.9613406742503,0.01995712298902202,active_indicator
edge_E_1_0,0.7567,0.42908544104386415,1.0183835905299972,332.6276456173496,0.023526894671310156,active_indicator
edge_E_1_1,0.58695,0.49239396837388905,1.0065349502834684,672.3047787157648,0.0189902037872835,active_indicator
edge_E_1_2,0.5771,0.4940321784961868,1.0052409092715817,868.7633015672736,0.016761176672236772,active_indicator
edge_E_1_3,0.6615,0.47321131267891775,1.0114545363257283,411.86829752424103,0.02331717521137564,active_indicator
edge_E_1_4,0.5977,0.49037407490271606,1.007596880241578,625.2473104391194,0.019611083359350783,active_indicator
edge_E_1_5,0.60395,0.48908727014499015,1.0068306099761415,760.8710199232042,0.01773090233953595,active_indicator
edge_E_2_0,0.685,0.46452749034842916,1.0260002139902562,214.39725969188825,0.03172501274250131,active_indicator
edge_E_2_1,0.59455,0.4909911925051093,1.005978406980798,725.5195689065608,0.018228424605857354,active_indicator
edge_E_2_2,0.5787,0.4937798101635048,1.0077161300499153,672.2981060413654,0.01904374618147564,active_indicator
edge_E_2_3,0.7088,0.454326843411235,1.004660118595536,348.15604347393844,0.024349016739411592,active_indicator
edge_E_2_4,0.61205,0.48729525991284817,1.0064390698291803,880.8763840905776,0.016418546353713665,active_indicator
edge_E_2_5,0.6083,0.48814242199512126,1.008464049044425,606.6244366582808,0.019819221945190046,active_indicator
