"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",465,465,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,12.31225,0.1231225,6,"3;8;16;23;30;46;51;81;88;96","8;23;58;81;88;96",0.833333333333333,0.5,0.625,0.166666666666667,5,1,5,89,6,0.893333333333333,0.707462406015038
