method,mode,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,pip_hard,softgate,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,recovery,simple,437,437,0,1,0.0,0,0.009,0.009,0.4000244,0,0.28242388,0.06830743,0.006583912,0.07042696
last_flow,recovery,simple,437,437,1,2,0.0,0,0.012,0.012,0.40751755,0,-0.14281707,0.066395104,-0.0041864854,0.041849986
last_flow,recovery,simple,437,437,2,3,0.0,0,0.0,0.0,0.3238992,0,0.0099765295,0.04387542,0.0,0.0
last_flow,recovery,simple,437,437,3,4,0.0,0,0.0,0.0,0.31892526,0,-0.06595937,0.041657258,0.0,0.0
last_flow,recovery,simple,437,437,4,5,0.0,0,0.0,0.0,0.33479884,0,-0.09021147,0.051989734,0.0,0.0
last_flow,recovery,simple,437,437,5,6,0.0,0,0.04525,0.04525,0.43682674,0,0.55910546,0.10289244,0.057099096,0.26684332
last_flow,recovery,simple,437,437,6,7,0.0,0,0.9985,0.9985,0.61214155,1,-0.022797562,0.07991082,-0.037161756,0.13033019
last_flow,recovery,simple,437,437,7,8,-0.98319834,1,1.0,1.0,0.70641166,1,-0.7956325,0.142843,-1.1253191,0.18648854
last_flow,recovery,simple,437,437,8,9,0.0,0,0.998,0.998,0.6056547,1,-0.0440784,0.0802992,-0.07226612,0.13214067
last_flow,recovery,simple,437,437,9,10,0.0,0,1.0,1.0,0.6403627,1,0.12690826,0.086004294,0.19829,0.13360515
last_flow,recovery,simple,437,437,10,11,0.0,0,0.001,0.001,0.37370977,0,-0.20662549,0.06929989,-0.00035286444,0.012157735
last_flow,recovery,simple,437,437,11,12,0.0,0,0.95125,0.95125,0.5590442,1,-0.15248471,0.067731045,-0.25889,0.13120776
last_flow,recovery,simple,437,437,12,13,0.0,0,0.0,0.0,0.31637287,0,0.00651288,0.042658187,0.0,0.0
last_flow,recovery,simple,437,437,13,14,0.0,0,0.99975,0.99975,0.6418578,1,0.28756836,0.08764783,0.44782993,0.1332209
last_flow,recovery,simple,437,437,14,15,0.0,0,0.0,0.0,0.34334096,0,-0.013382238,0.054305956,0.0,0.0
last_flow,recovery,simple,437,437,15,16,-0.9276139,1,0.99825,0.99825,0.6001496,1,-0.7857934,0.13162045,-1.3063582,0.20757371
last_flow,recovery,simple,437,437,16,17,0.0,0,0.0,0.0,0.32251063,0,0.016040727,0.042141553,0.0,0.0
last_flow,recovery,simple,437,437,17,18,0.0,0,0.00325,0.00325,0.37392855,0,-0.03937994,0.053113226,-0.00043518003,0.00962963
last_flow,recovery,simple,437,437,18,19,0.0,0,0.00025,0.00025,0.37119472,0,-0.19923949,0.06290574,-0.0001489834,0.009422712
last_flow,recovery,simple,437,437,19,20,0.0,0,0.73725,0.73725,0.5233685,1,0.039517533,0.07457867,0.05515019,0.1263242
last_flow,recovery,simple,437,437,20,21,0.0,0,0.00025,0.00025,0.3440154,0,0.2423234,0.056318775,0.0001911776,0.012091896
last_flow,recovery,simple,437,437,21,22,0.0,0,0.9955,0.9955,0.60336053,1,-0.04419249,0.074368306,-0.07292869,0.122516185
last_flow,recovery,simple,437,437,22,23,1.6355811,1,1.0,1.0,0.79310584,1,1.3892668,0.22651109,1.7498963,0.2635579
last_flow,recovery,simple,437,437,23,24,0.0,0,0.0,0.0,0.3140018,0,0.005470232,0.041287772,0.0,0.0
last_flow,recovery,simple,437,437,24,25,0.0,0,0.0005,0.0005,0.35398066,0,0.0145551395,0.045138706,-2.3615963e-05,0.0025577857
last_flow,recovery,simple,437,437,25,26,0.0,0,0.012,0.012,0.39311242,0,0.014207068,0.050738614,0.0008713939,0.013887106
last_flow,recovery,simple,437,437,26,27,0.0,0,0.99675,0.99675,0.6027131,1,0.0024335422,0.07731879,0.004231068,0.12786898
last_flow,recovery,simple,437,437,27,28,0.0,0,0.0105,0.0105,0.397762,0,0.10955937,0.062144723,0.002567896,0.028852565
last_flow,recovery,simple,437,437,28,29,-0.9843803,1,1.0,1.0,0.7291151,1,-1.0189105,0.16569999,-1.3967159,0.21046786
last_flow,recovery,simple,437,437,29,30,0.0,0,1.0,1.0,0.64704126,1,-0.22941487,0.08671193,-0.35440898,0.13201717
last_flow,recovery,simple,437,437,30,31,0.0,0,0.99725,0.99725,0.6072225,1,-0.22986595,0.08843704,-0.37741578,0.14388579
last_flow,recovery,simple,437,437,31,32,0.0,0,0.0,0.0,0.31045267,0,0.012798401,0.048060045,0.0,0.0
last_flow,recovery,simple,437,437,32,33,0.0,0,0.0,0.0,0.36105043,0,0.03760104,0.05543831,0.0,0.0
last_flow,recovery,simple,437,437,33,34,0.0,0,0.0,0.0,0.3449967,0,-0.22448675,0.065464996,0.0,0.0
last_flow,recovery,simple,437,437,34,35,0.0,0,0.0,0.0,0.32941622,0,0.035831112,0.050616972,0.0,0.0
last_flow,recovery,simple,437,437,35,36,0.0,0,0.99975,0.99975,0.6423336,1,-0.36587977,0.09346445,-0.5691762,0.140471
last_flow,recovery,simple,437,437,36,37,0.0,0,0.998,0.998,0.60997945,1,0.26903623,0.08631215,0.4399073,0.13841064
last_flow,recovery,simple,437,437,37,38,0.0,0,0.9875,0.9875,0.5778301,1,-0.02561342,0.07004672,-0.044006642,0.120234855
last_flow,recovery,simple,437,437,38,39,0.0,0,0.04075,0.04075,0.42197666,0,0.06199374,0.06538939,0.005803064,0.0418909
last_flow,recovery,simple,437,437,39,40,0.0,0,0.0,0.0,0.3072255,0,0.071917966,0.041879915,0.0,0.0
last_flow,recovery,simple,437,437,40,41,0.0,0,0.82575,0.82575,0.5332749,1,-0.047964707,0.07263319,-0.073402524,0.12867938
last_flow,recovery,simple,437,437,41,42,0.0,0,0.022,0.022,0.42145196,0,0.4080772,0.08932661,0.02094226,0.1431576
last_flow,recovery,simple,437,437,42,43,0.0,0,0.9975,0.9975,0.61166006,1,0.16745035,0.073333934,0.2728849,0.119067065
last_flow,recovery,simple,437,437,43,44,0.0,0,0.179,0.179,0.46006194,0,-0.20384793,0.075536765,-0.078332,0.18075114
last_flow,recovery,simple,437,437,44,45,0.0,0,0.0,0.0,0.33808637,0,-0.18142171,0.06356329,0.0,0.0
last_flow,recovery,simple,437,437,45,46,0.0,0,0.9435,0.9435,0.56305265,1,-0.0035904627,0.067944996,-0.005889939,0.11713723
last_flow,recovery,simple,437,437,46,47,0.0,0,0.04925,0.04925,0.4328348,0,-0.32912248,0.08090254,-0.03837712,0.17314185
last_flow,recovery,simple,437,437,47,48,0.7803256,1,1.0,1.0,0.64718324,1,0.5784564,0.11683408,0.8936936,0.17199169
last_flow,recovery,simple,437,437,48,49,0.0,0,0.9985,0.9985,0.61426896,1,0.11065436,0.077766046,0.17968167,0.12560597
last_flow,recovery,simple,437,437,49,50,0.0,0,0.0,0.0,0.3321116,0,-0.019915279,0.051795196,0.0,0.0
last_flow,recovery,simple,437,437,50,51,0.0,0,0.981,0.981,0.5801313,1,0.07634814,0.076230384,0.1287844,0.1304624
last_flow,recovery,simple,437,437,51,52,0.0,0,0.97925,0.97925,0.5816736,1,0.21253367,0.080662616,0.35762703,0.14454529
last_flow,recovery,simple,437,437,52,53,0.0,0,0.0455,0.0455,0.42234674,0,0.05342816,0.053700563,0.005355975,0.0357224
last_flow,recovery,simple,437,437,53,54,0.0,0,0.99825,0.99825,0.61831564,1,-0.030635765,0.0783367,-0.04931275,0.1261859
last_flow,recovery,simple,437,437,54,55,0.0,0,0.955,0.955,0.5642584,1,0.3270996,0.08582721,0.5537816,0.18725458
last_flow,recovery,simple,437,437,55,56,0.0,0,0.06225,0.06225,0.4340628,0,0.04074539,0.058345795,0.005336738,0.039497092
last_flow,recovery,simple,437,437,56,57,-1.7107338,1,1.0,1.0,0.7586348,1,-1.090917,0.18474321,-1.4369637,0.2269042
last_flow,recovery,simple,437,437,57,58,0.0,0,1.0,1.0,0.6370762,1,-0.052219223,0.08516861,-0.082109794,0.13345243
last_flow,recovery,simple,437,437,58,59,0.0,0,0.001,0.001,0.38241512,0,0.25448495,0.069299676,0.00074479467,0.024425216
last_flow,recovery,simple,437,437,59,60,-0.32001302,1,0.998,0.998,0.59700817,1,-0.23593488,0.08608382,-0.39445975,0.14274304
last_flow,recovery,simple,437,437,60,61,0.0,0,0.0005,0.0005,0.3410482,0,-0.1618739,0.05205563,-0.00024594786,0.011097836
last_flow,recovery,simple,437,437,61,62,0.0,0,0.99725,0.99725,0.60826385,1,0.1809375,0.07454297,0.2965068,0.121790856
last_flow,recovery,simple,437,437,62,63,0.0,0,0.99975,0.99975,0.64258003,1,-0.45798203,0.099039644,-0.7122945,0.1477102
last_flow,recovery,simple,437,437,63,64,0.0,0,0.99925,0.99925,0.62731385,1,0.17070678,0.081711255,0.2716929,0.12865557
last_flow,recovery,simple,437,437,64,65,0.0,0,0.00075,0.00075,0.37667066,0,-0.12226667,0.058848266,-0.00012933808,0.004963441
last_flow,recovery,simple,437,437,65,66,0.0,0,0.998,0.998,0.6092111,1,0.10002437,0.082174845,0.16370265,0.13427997
last_flow,recovery,simple,437,437,66,67,0.0,0,0.0,0.0,0.30824748,0,0.09250346,0.054642215,0.0,0.0
last_flow,recovery,simple,437,437,67,68,0.0,0,0.995,0.995,0.60007477,1,-0.25929818,0.09008054,-0.429859,0.14931953
last_flow,recovery,simple,437,437,68,69,1.0165913,1,1.0,1.0,0.70752907,1,0.82463944,0.1396318,1.1644408,0.18071158
last_flow,recovery,simple,437,437,69,70,0.0,0,1.0,1.0,0.631695,1,-0.39571637,0.09655221,-0.625923,0.14576127
last_flow,recovery,simple,437,437,70,71,0.0,0,0.315,0.315,0.4820689,0,0.03823806,0.06399226,0.025464432,0.084535316
last_flow,recovery,simple,437,437,71,72,0.0,0,0.99225,0.99225,0.59437627,1,0.06942461,0.07515879,0.1156185,0.12579186
last_flow,recovery,simple,437,437,72,73,0.0,0,0.016,0.016,0.39580095,0,-0.040712737,0.0505538,-0.0015748983,0.019845521
last_flow,recovery,simple,437,437,73,74,0.0,0,0.99725,0.99725,0.6045324,1,-0.02475204,0.08353847,-0.040985253,0.13805744
last_flow,recovery,simple,437,437,74,75,0.0,0,0.0,0.0,0.33825877,0,-0.010801869,0.050785303,0.0,0.0
last_flow,recovery,simple,437,437,75,76,0.0,0,0.00425,0.00425,0.3903602,0,-0.07969033,0.05632839,-0.00072863203,0.015736723
last_flow,recovery,simple,437,437,76,77,0.0,0,0.99975,0.99975,0.64269686,1,0.31784427,0.089299776,0.49415013,0.1349061
last_flow,recovery,simple,437,437,77,78,0.0,0,0.6635,0.6635,0.51458216,1,0.096755214,0.06540839,0.12369191,0.13504854
last_flow,recovery,simple,437,437,78,79,0.0,0,0.00125,0.00125,0.35440704,0,0.20740719,0.07072527,0.00056231016,0.01707627
last_flow,recovery,simple,437,437,79,80,0.0,0,0.99975,0.99975,0.63302153,1,-0.33264357,0.08057887,-0.5252111,0.12306684
last_flow,recovery,simple,437,437,80,81,0.0,0,0.99975,0.99975,0.62686867,1,0.07489878,0.083650924,0.11925136,0.13256949
last_flow,recovery,simple,437,437,81,82,0.0,0,0.007,0.007,0.39655444,0,0.24455732,0.068250984,0.0041674464,0.051231436
last_flow,recovery,simple,437,437,82,83,0.0,0,0.00025,0.00025,0.34573865,0,0.0041582794,0.053862464,-6.6183593e-06,0.0004185878
last_flow,recovery,simple,437,437,83,84,0.0,0,0.9995,0.9995,0.64354587,1,-0.070014335,0.077999815,-0.10874862,0.1206336
last_flow,recovery,simple,437,437,84,85,0.0,0,0.00025,0.00025,0.3300161,0,0.04842125,0.044336796,6.834869e-05,0.0043230006
last_flow,recovery,simple,437,437,85,86,0.0,0,0.994,0.994,0.5962033,1,-0.07214305,0.07242564,-0.12004416,0.12118218
last_flow,recovery,simple,437,437,86,87,0.0,0,0.0,0.0,0.31278777,0,-0.056451287,0.042184744,0.0,0.0
last_flow,recovery,simple,437,437,87,88,0.0,0,0.0005,0.0005,0.3478758,0,-0.00029530763,0.056865137,-2.4459403e-05,0.0046251724
last_flow,recovery,simple,437,437,88,89,0.0,0,0.9985,0.9985,0.6064935,1,-0.24689393,0.09090792,-0.4066262,0.14812377
last_flow,recovery,simple,437,437,89,90,0.0,0,0.99975,0.99975,0.6466098,1,0.45309225,0.105590336,0.7001901,0.1570653
last_flow,recovery,simple,437,437,90,91,0.0,0,0.99875,0.99875,0.6058186,1,0.09568377,0.069379166,0.15773247,0.1141134
last_flow,recovery,simple,437,437,91,92,-1.4485296,1,1.0,1.0,0.71940786,1,-0.8876489,0.15082924,-1.2328426,0.19347699
last_flow,recovery,simple,437,437,92,93,0.0,0,0.9965,0.9965,0.6066646,1,-0.14732099,0.08149374,-0.24185157,0.13348246
last_flow,recovery,simple,437,437,93,94,0.0,0,0.70625,0.70625,0.5188282,1,0.23099157,0.08129562,0.3161506,0.24135627
last_flow,recovery,simple,437,437,94,95,0.6793053,1,1.0,1.0,0.6640708,1,0.59808815,0.11534868,0.9000792,0.1624745
last_flow,recovery,simple,437,437,95,96,0.0,0,0.99975,0.99975,0.6270461,1,-0.12577885,0.080646336,-0.20041241,0.12777457
last_flow,recovery,simple,437,437,96,97,0.0,0,0.95775,0.95775,0.5663802,1,0.17028494,0.08417436,0.2878718,0.15587021
last_flow,recovery,simple,437,437,97,98,0.0,0,0.9985,0.9985,0.6119317,1,0.1446021,0.076995224,0.23591761,0.12491127
last_flow,recovery,simple,437,437,98,99,0.0,0,0.0,0.0,0.34623253,0,-0.29146886,0.07146169,0.0,0.0
last_flow,recovery,simple,437,437,99,100,0.0,0,1.0,1.0,0.6357594,1,0.09172567,0.07981703,0.14437555,0.12508866
