method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,lasso_recovery_score
last_flow,lasso_recovery,simple,457,457,160,100,10,1.0,0.5,4000,7,1;14;35;39;41;52;65;81;85;92,1;14;39;52;65;81;85,29,700,1,0.8,1.0,0.7,0.8235294117647058,0.0,7,0,3,90,7,0.8894444444444445,0.808888888888889,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.9314234601526563
