method,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,selected_size,active_idx0,selected_idx0,selected_ckpt_id,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc
last_flow,simple,417,417,160,100,10,1.0,0.5,9,24;30;33;35;41;68;74;79;90;98,24;30;33;41;68;74;79;90;98,255,1.0,0.9,0.9473684210526316,0.0,9,0,1,90,9,0.9494444444444444,0.925
