method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,400,400,160,100,10,1.0,0.5,4000,8,12;18;25;31;38;49;52;81;89;97,12;18;31;38;49;52;81;97,27,625,2,0.6928203230275509,1.0,0.8,0.888888888888889,0.0,8,0,2,90,8,0.9733333333333334,0.8909090909090909,-1,-1,0.8,0.6,1e-05,0.95,0.9,300,4,300,300,0.0,1.0423447141949804,1.0423447141949804,0.8925371629753016,0.852477682897249,0.1498075512196787,0.20315581516646253,1.1438068093216351,1.129422239784174,1.1438068093216351,1.129422239784174,0.5090406126052287,0.5549889293877113,2.0591778640877187,2.0344594638219062,0.07302847504615784,0.08033596423935147,0.027847381308674812,0.04670621454715729
