"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",403,403,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,6.519375,0.01303875,6,"130;178;200;310;314;331;334;374;378;438","178;310;331;334;378;438",1,0.6,0.75,0,6,0,4,490,6,0.869591836734694,0.723430098388869
