"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",499,499,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,10.758625,0.10758625,7,"15;24;29;48;49;56;61;77;85;97","48;49;61;77;79;85;86",0.714285714285714,0.5,0.588235294117647,0.285714285714286,5,2,5,88,7,0.913333333333333,0.667679425837321
