"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","weak_signal",464,464,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,3.205875,0.03205875,4,"12;16;21;23;25;37;46;53;70;82","16;23;25;46",1,0.4,0.571428571428572,0,4,0,6,90,4,0.887222222222222,0.756588203463203
