"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","weak_signal",434,434,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,1.957875,0.01957875,2,"8;12;17;39;47;59;66;74;90;98","66;98",1,0.2,0.333333333333333,0,2,0,8,90,2,0.913333333333333,0.767881241565452
