support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,alert,best_so_far
"[4, 5, 6, 7, 9, 10, 11, 12, 15, 17, 18, 20, 21, 23, 26, 31, 33, 38, 41, 44, 46, 47, 48, 52, 54, 56, 58, 59, 61, 62, 63, 65, 66, 67, 69, 70, 72, 73, 74, 77, 78, 79, 81, 86, 87, 88, 90, 94, 95, 96, 97, 99]",52,1621.46801758,1621.46801758,7.78821308,12.04752827,3.47095495,2.73373771,-0.0140067,-5.32326698,5.32326698,0,0.0,0.0,0.0,0.0,50.05271912,0.69055223,0.04114117,0.03284658,0.0,15.44114875,15.44114875,14.42468228,12.22457199,1.01646647,1.0442015,0.36187204,0.35442015,0.36187204,0.35442015,28.84303321,27.26211373,30.06403482,30.07405758,0.50031283,0.49855351,0.00150115,0.00210728,0,0,True,1,1,0.8,1e-05,2412.00366211,7.78821308,False,True
"[0, 1, 2, 3, 5, 6, 8, 10, 11, 12, 14, 16, 17, 18, 19, 21, 23, 24, 26, 29, 30, 31, 32, 34, 37, 38, 39, 41, 42, 43, 44, 46, 48, 49, 50, 52, 53, 54, 56, 57, 58, 60, 63, 66, 67, 71, 72, 74, 75, 78, 80, 81, 82, 84, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98, 99]",66,1533.20947266,1564.66231552,7.77246805,12.34301758,3.5132631,2.7742269,-0.03887721,-5.58585596,5.58585596,14,0.61176471,0.0,0.05443126,-0.01574503,50.12535477,0.69013304,0.04229422,0.03610952,0.00515206,15.27213604,15.27213604,14.28537232,12.09360995,0.98676373,1.01895031,0.37283541,0.36494948,0.37283541,0.36494948,28.83146905,27.23382015,29.97934465,29.97800261,0.50134461,0.49829466,0.01634849,0.01595316,1,0,True,25,25,0.8,1e-05,2360.91723633,7.76680548,False,True
"[0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 66, 67, 68, 71, 72, 73, 74, 75, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",87,1438.49926758,1472.67869147,7.80021673,12.61742306,3.55210122,2.82158732,-0.06197315,-5.14670277,5.14670277,21,0.24137931,0.0,0.06177251,0.02774868,52.31952286,0.68887675,0.04594246,0.0468411,0.02194167,15.01911875,15.01911875,14.08335188,11.90269255,0.93576687,0.92624426,0.39228593,0.39967522,0.39228593,0.39967522,28.78725478,27.12166484,29.94172643,29.93314482,0.52710655,0.51500633,0.03494545,0.0350641,2,0,True,50,50,0.8,1e-05,2469.81762695,7.81189959,False,True
"[0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 66, 67, 68, 71, 72, 73, 74, 75, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",86,1328.98449707,1367.01500499,7.84549145,13.37836933,3.65764533,2.9185667,-0.12601987,-5.23504066,5.23504066,-1,0.03409091,0.0,0.07613127,0.04527472,54.51504898,0.68443024,0.04998432,0.06358076,0.02259957,14.7178642,14.7178642,13.89174711,11.70540954,0.82611709,0.8496025,0.43774766,0.4312445,0.43774766,0.4312445,28.74603338,26.98742759,29.86984431,29.87646559,0.55757569,0.53180464,0.05926963,0.05676968,3,0,True,75,75,0.8,1e-05,2608.72436523,7.86661663,False,True
"[0, 1, 2, 3, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 63, 66, 67, 68, 69, 71, 72, 73, 74, 75, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",87,1188.60131836,1240.91995925,7.90262187,14.23139668,3.77245234,3.02618098,-0.19781679,-5.26800871,5.26800871,1,0.03409091,0.0,0.10563192,0.05713042,57.20498657,0.67485839,0.05483622,0.08885311,0.02799269,14.20060823,14.20060823,13.48648881,11.37390705,0.71411941,0.7340898,0.48963725,0.4836815,0.48963725,0.4836815,28.68798707,26.75108671,29.7316493,29.72123206,0.59619947,0.55207853,0.0903011,0.08359937,4,0,True,100,100,0.8,1e-05,2748.60546875,7.91884896,False,True
"[0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 62, 63, 65, 66, 67, 68, 71, 72, 73, 74, 75, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",89,1020.21282959,1085.50831571,7.93786172,16.45235062,4.05614973,3.24570704,-0.38474826,-5.40240717,5.40240717,2,0.04444444,0.0,0.14166944,0.03523985,61.127285,0.65485108,0.06358912,0.1288269,0.03928187,13.52122095,13.52122095,13.01824978,10.92171325,0.50297116,0.52681073,0.60473126,0.59687892,0.60473126,0.59687892,28.59359126,26.1456617,29.51129463,29.50917149,0.6507084,0.58190873,0.13268715,0.12395972,5,0,True,125,125,0.8,1e-05,2809.61303711,7.94080204,False,True
"[0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",96,822.609375,893.73459476,7.8622551,20.68305588,4.54786278,3.71891141,-0.74083487,-6.3320179,6.3320179,7,0.07291667,0.0,0.19368846,-0.07560663,66.91207886,0.61150265,0.07592738,0.19707879,0.05784798,12.35975452,12.35975452,12.08457469,10.0282861,0.27517983,0.29541213,0.75943599,0.75238635,0.75943599,0.75238635,28.46323166,25.94109259,29.27014911,29.27394026,0.72296674,0.62622759,0.20781994,0.18819779,6,0,True,150,150,0.8,1e-05,2423.52319336,7.79297763,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",100,652.48815918,706.29820443,7.33418883,26.33819008,5.13207464,4.08160019,-1.21681167,-7.33858252,7.33858252,4,0.04,0.0,0.2068068,-0.52806627,72.23814392,0.55244195,0.09014388,0.28195521,0.05326065,10.27948907,10.27948907,10.24029609,8.58987684,0.03919299,0.10154769,0.97148802,0.94981055,0.97148802,0.94981055,28.3287075,24.83807409,29.03379316,29.04315291,0.78613632,0.66589969,0.26459712,0.26210746,7,0,True,175,175,0.8,1e-05,1180.14245605,7.07339044,False,True
"[0, 1, 2, 3, 5, 6, 8, 10, 11, 12, 14, 16, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 63, 65, 66, 67, 71, 72, 73, 74, 75, 78, 79, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",82,573.06268311,601.24841527,6.77420905,25.59937096,5.05958209,3.96766257,-1.15462734,-6.89615822,6.89615822,-18,0.18,0.02805125,0.12172708,-0.55997978,69.77420044,0.56695849,0.08914297,0.28539094,0.02561371,8.94954842,8.94954842,8.72880329,7.60946647,0.22074513,0.22417883,1.20690096,1.10642512,1.20690096,1.10642512,28.0924462,23.70357784,28.81707837,28.8453103,0.759864,0.64122371,0.22978157,0.25254819,8,0,True,200,200,0.8,1e-05,741.03485107,6.60804766,False,True
"[0, 1, 2, 3, 5, 6, 8, 10, 11, 12, 14, 16, 17, 18, 21, 23, 24, 25, 26, 27, 29, 30, 31, 32, 34, 35, 37, 38, 39, 40, 41, 42, 43, 44, 46, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 60, 63, 66, 67, 71, 72, 73, 74, 75, 78, 80, 81, 82, 84, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98, 99]",72,520.6159668,540.51835451,6.3859527,21.85531235,4.67496656,3.76551723,-0.83950041,-6.60608912,6.60608912,-10,0.12195122,0.14625588,0.09152003,-0.38825635,66.0887146,0.58606958,0.08734083,0.28239739,0.03763243,7.11685169,7.11685169,6.78097747,6.30057619,0.33587422,0.31282415,1.36514075,1.22269318,1.36514075,1.22269318,20.96025027,21.14147892,28.70109009,28.72554073,0.72427833,0.6050045,0.20342857,0.23259072,9,0,True,225,225,0.8,1e-05,510.96868896,6.23630831,False,True
