variable,mean,sd,rhat,ess,mcse,quantity
unit_rank_1,1.0,0.0,1.0,20000.0,0.0,active_indicator
unit_rank_2,1.0,0.0,1.0,20000.0,0.0,active_indicator
unit_rank_3,0.7218,0.44812364447777037,1.0021039808764776,1038.5392921827552,0.013905493076290507,active_indicator
unit_rank_4,0.33905,0.47339867217294496,1.002509685422328,814.854844507038,0.016583909133687305,active_indicator
unit_rank_5,0.0842,0.27769446467437525,1.0017515330712958,985.9464293097354,0.008843833623519514,active_indicator
unit_rank_1,1.9900933756917716,0.76991119735322,1.0093947516507533,221.86801852098301,0.05168842316474712,slab_strength
unit_rank_2,1.4395546287581324,0.7803153033302911,1.0191737737466398,205.289428739283,0.05446115294849215,slab_strength
unit_rank_3,1.4085953938711067,1.4710008995563832,1.001140658170726,3574.994784696523,0.024602272924571428,slab_strength
unit_rank_4,1.7487117584952003,1.6397994195074563,1.0010109445706434,4281.200244997888,0.025061551726244167,slab_strength
unit_rank_5,1.9838340679586657,1.6767935236949587,1.000198064815095,6803.393679898235,0.020329036087229455,slab_strength
unit_rank_1,1.656938777795434,0.25729162841028885,1.0024153295102027,1671.4749174899282,0.006293260712026031,effective_strength
unit_rank_2,1.0554180678978562,0.1646183617970433,1.001561479341876,2244.904742685376,0.0034743960031734496,effective_strength
unit_rank_3,0.18584460564921748,0.25244848410669163,1.002940527680554,458.5317849269017,0.011789300679234584,effective_strength
unit_rank_4,0.03380461179649598,0.0965674644165588,1.005446995781592,484.5652915380535,0.004386869109517343,effective_strength
unit_rank_5,0.004505939664707508,0.031731569334039346,1.0045390785276058,771.6168396371203,0.0011423276863313388,effective_strength
threshold_0,-0.2441371873321612,0.5779227836424644,1.0082534821447928,237.3853055692514,0.0375096403515319,derived
active_count,3.14505,0.9213321551683921,1.0033357127516083,585.0573256124092,0.03809053019751952,derived
