method,mode,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,pip_hard,softgate,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,recovery,simple,437,437,0,1,0.0,0,0.014,0.014,0.37003532,0,0.25288066,0.06824404,0.009936518,0.08495736
last_flow,recovery,simple,437,437,1,2,0.0,0,0.05,0.05,0.40063,0,-0.13699776,0.06474508,-0.016855659,0.08091279
last_flow,recovery,simple,437,437,2,3,0.0,0,0.0,0.0,0.24515907,0,0.0072823833,0.03357836,0.0,0.0
last_flow,recovery,simple,437,437,3,4,0.0,0,0.0,0.0,0.23329554,0,-0.059205092,0.033157323,0.0,0.0
last_flow,recovery,simple,437,437,4,5,0.0,0,0.0,0.0,0.25272825,0,-0.06362604,0.04080981,0.0,0.0
last_flow,recovery,simple,437,437,5,6,0.0,0,0.19925,0.19925,0.45693657,0,0.5246905,0.1041138,0.22541557,0.46032044
last_flow,recovery,simple,437,437,6,7,0.0,0,0.99625,0.99625,0.6403732,1,-0.018934965,0.07725922,-0.029536044,0.120249316
last_flow,recovery,simple,437,437,7,8,-0.98319834,1,1.0,1.0,0.77421486,1,-0.79673,0.14516756,-1.0281926,0.17131823
last_flow,recovery,simple,437,437,8,9,0.0,0,0.99275,0.99275,0.63103205,1,-0.03864965,0.07645982,-0.060814608,0.120135546
last_flow,recovery,simple,437,437,9,10,0.0,0,0.99925,0.99925,0.6670802,1,0.11951791,0.08297349,0.17914912,0.12344337
last_flow,recovery,simple,437,437,10,11,0.0,0,0.00125,0.00125,0.33438352,0,-0.20102327,0.065647855,-0.0004967851,0.014826495
last_flow,recovery,simple,437,437,11,12,0.0,0,0.907,0.907,0.56652427,1,-0.1456895,0.06777184,-0.23328689,0.1347875
last_flow,recovery,simple,437,437,12,13,0.0,0,0.0,0.0,0.25438774,0,0.0036426089,0.034895636,0.0,0.0
last_flow,recovery,simple,437,437,13,14,0.0,0,0.9995,0.9995,0.68675977,1,0.26819554,0.08591841,0.39027938,0.1211365
last_flow,recovery,simple,437,437,14,15,0.0,0,0.02225,0.02225,0.37134963,0,-0.0025138997,0.05358613,2.1598771e-05,0.020172488
last_flow,recovery,simple,437,437,15,16,-0.9276139,1,1.0,1.0,0.74825495,1,-0.80400604,0.13253988,-1.0735925,0.15741701
last_flow,recovery,simple,437,437,16,17,0.0,0,0.0,0.0,0.24861905,0,0.011796909,0.033245064,0.0,0.0
last_flow,recovery,simple,437,437,17,18,0.0,0,0.3225,0.3225,0.47367075,0,-0.05611681,0.059961468,-0.038600594,0.090691745
last_flow,recovery,simple,437,437,18,19,0.0,0,0.00075,0.00075,0.33003435,0,-0.17427488,0.05802034,-0.0005586843,0.021178883
last_flow,recovery,simple,437,437,19,20,0.0,0,0.17425,0.17425,0.44580758,0,0.033930376,0.06252809,0.012821874,0.06495474
last_flow,recovery,simple,437,437,20,21,0.0,0,0.00025,0.00025,0.29522794,0,0.219094,0.057854563,0.00019952432,0.012619654
last_flow,recovery,simple,437,437,21,22,0.0,0,0.99025,0.99025,0.63250613,1,-0.05334144,0.07350572,-0.08359214,0.11519905
last_flow,recovery,simple,437,437,22,23,1.6355811,1,1.0,1.0,0.86852235,1,1.4080386,0.22616912,1.6198685,0.24345137
last_flow,recovery,simple,437,437,23,24,0.0,0,0.0,0.0,0.23546462,0,-0.00054906064,0.031800315,0.0,0.0
last_flow,recovery,simple,437,437,24,25,0.0,0,0.00025,0.00025,0.2748625,0,0.02174162,0.036025077,-2.8571641e-05,0.0018070359
last_flow,recovery,simple,437,437,25,26,0.0,0,0.0,0.0,0.25913864,0,0.013641908,0.035045996,0.0,0.0
last_flow,recovery,simple,437,437,26,27,0.0,0,0.99,0.99,0.6269122,1,0.004308837,0.07469733,0.006998262,0.11830058
last_flow,recovery,simple,437,437,27,28,0.0,0,0.0045,0.0045,0.34257245,0,0.09902921,0.054581266,0.0011888973,0.020284036
last_flow,recovery,simple,437,437,28,29,-0.9843803,1,1.0,1.0,0.80719674,1,-1.0208381,0.16500522,-1.2640907,0.18903811
last_flow,recovery,simple,437,437,29,30,0.0,0,1.0,1.0,0.7007732,1,-0.23073524,0.08708392,-0.3291031,0.121574074
last_flow,recovery,simple,437,437,30,31,0.0,0,0.996,0.996,0.64607257,1,-0.21690126,0.08550643,-0.33426204,0.12989214
last_flow,recovery,simple,437,437,31,32,0.0,0,0.0,0.0,0.23463261,0,0.013449452,0.036462877,0.0,0.0
last_flow,recovery,simple,437,437,32,33,0.0,0,0.0,0.0,0.296399,0,0.031575903,0.04490776,0.0,0.0
last_flow,recovery,simple,437,437,33,34,0.0,0,0.0,0.0,0.29047245,0,-0.1974691,0.06099568,0.0,0.0
last_flow,recovery,simple,437,437,34,35,0.0,0,0.0,0.0,0.2706327,0,0.032960285,0.04130865,0.0,0.0
last_flow,recovery,simple,437,437,35,36,0.0,0,0.99975,0.99975,0.6847932,1,-0.33785078,0.09168153,-0.4929821,0.12775807
last_flow,recovery,simple,437,437,36,37,0.0,0,0.996,0.996,0.64738435,1,0.25715968,0.08495256,0.39541712,0.12755294
last_flow,recovery,simple,437,437,37,38,0.0,0,0.85375,0.85375,0.5523905,1,-0.029012235,0.06663344,-0.04561788,0.112161994
last_flow,recovery,simple,437,437,38,39,0.0,0,0.85925,0.85925,0.55920726,1,0.057080686,0.07484155,0.08774193,0.12806109
last_flow,recovery,simple,437,437,39,40,0.0,0,0.0,0.0,0.2466304,0,0.058155365,0.035496112,0.0,0.0
last_flow,recovery,simple,437,437,40,41,0.0,0,0.694,0.694,0.52561396,1,-0.044547997,0.06819977,-0.05856649,0.115522616
last_flow,recovery,simple,437,437,41,42,0.0,0,0.0425,0.0425,0.4092204,0,0.3766193,0.08933249,0.03823466,0.18595898
last_flow,recovery,simple,437,437,42,43,0.0,0,0.9955,0.9955,0.6480481,1,0.1619232,0.07299917,0.24850123,0.11149417
last_flow,recovery,simple,437,437,43,44,0.0,0,0.713,0.713,0.53017646,1,-0.19902977,0.07773158,-0.26888865,0.20745832
last_flow,recovery,simple,437,437,44,45,0.0,0,0.0,0.0,0.28407198,0,-0.16545852,0.057666816,0.0,0.0
last_flow,recovery,simple,437,437,45,46,0.0,0,0.881,0.881,0.56723243,1,-0.0077676154,0.06494683,-0.012553931,0.10768237
last_flow,recovery,simple,437,437,46,47,0.0,0,0.0435,0.0435,0.4036331,0,-0.32117695,0.08234903,-0.035190325,0.16894631
last_flow,recovery,simple,437,437,47,48,0.7803256,1,1.0,1.0,0.7156596,1,0.5901232,0.1183848,0.8244993,0.15460514
last_flow,recovery,simple,437,437,48,49,0.0,0,0.998,0.998,0.6492259,1,0.10832737,0.0764629,0.16630054,0.11635869
last_flow,recovery,simple,437,437,49,50,0.0,0,0.0,0.0,0.26564437,0,-0.006803014,0.041012857,0.0,0.0
last_flow,recovery,simple,437,437,50,51,0.0,0,0.9815,0.9815,0.6140665,1,0.08384465,0.07723105,0.1338073,0.124579005
last_flow,recovery,simple,437,437,51,52,0.0,0,0.972,0.972,0.6085957,1,0.20750289,0.07877426,0.3314401,0.13563903
last_flow,recovery,simple,437,437,52,53,0.0,0,0.0055,0.0055,0.32281366,0,0.039539564,0.042268436,0.00045170196,0.008934717
last_flow,recovery,simple,437,437,53,54,0.0,0,0.995,0.995,0.6470729,1,-0.03372443,0.07834654,-0.05187463,0.120215155
last_flow,recovery,simple,437,437,54,55,0.0,0,0.93675,0.93675,0.58364356,1,0.30817562,0.08349552,0.49498773,0.18286414
last_flow,recovery,simple,437,437,55,56,0.0,0,0.037,0.037,0.38805008,0,0.046575982,0.052042976,0.0038275258,0.03140392
last_flow,recovery,simple,437,437,56,57,-1.7107338,1,1.0,1.0,0.8394723,1,-1.1307161,0.18918303,-1.3461277,0.21119834
last_flow,recovery,simple,437,437,57,58,0.0,0,1.0,1.0,0.67748916,1,-0.04844338,0.085768856,-0.07168586,0.12623239
last_flow,recovery,simple,437,437,58,59,0.0,0,0.001,0.001,0.3377123,0,0.23005198,0.066186495,0.0007586432,0.024835477
last_flow,recovery,simple,437,437,59,60,-0.32001302,1,0.99375,0.99375,0.628393,1,-0.23356734,0.08480401,-0.36934555,0.13397655
