stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,2.2394094467163086,8,13,1.9171852373896257
1,0.8,36,875,2.435305595397949,5,49,0.9406165609651569
