"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","weak_signal",449,449,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,1.142875,0.01142875,2,"3;10;13;31;40;47;68;69;74;79","10;74",1,0.2,0.333333333333333,0,2,0,8,90,2,0.795,0.547503596033008
