stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.2229804992675781,10,13,1.8016210115165643
1,0.8,33,800,1.5458264350891113,8,49,0.7332999590749216
