method,epoch,group_id,selection_type,block,layer,feature,side,pip,gate_mean,margin_mean,margin_sd,slab_norm_mean,slab_norm_median,unit,global_unit
VI,1500,6,unit,0,0,,group,0.027000000700354576,0.00013912192662246525,-0.9777612686157227,0.6741921305656433,2.491725444793701,2.461371421813965,0.0,0.0
VI,1500,7,unit,0,0,,group,0.0560000017285347,0.000690642511472106,-0.9419137835502625,0.6834455132484436,2.4889447689056396,2.495187997817993,1.0,1.0
VI,1500,8,unit,0,0,,group,0.05400000140070915,0.0005521750426851213,-0.9103294610977173,0.6654946208000183,2.4772555828094482,2.4582176208496094,2.0,2.0
VI,1500,9,unit,0,0,,group,0.061000000685453415,0.0011929624015465379,-0.913532018661499,0.6733949184417725,2.4793128967285156,2.4686715602874756,3.0,3.0
VI,1500,10,unit,0,0,,group,1.0,0.5382238626480103,1.1054028272628784,0.226090669631958,2.3765761852264404,2.368229389190674,4.0,4.0
VI,1500,11,unit,1,1,,group,0.10000000149011612,0.003152997698634863,-0.8520001173019409,0.6977784633636475,2.284761428833008,2.268874406814575,0.0,5.0
VI,1500,12,unit,1,1,,group,0.09799999743700027,0.002457857131958008,-0.8228039741516113,0.6685165166854858,2.299762487411499,2.2869348526000977,1.0,6.0
VI,1500,13,unit,1,1,,group,0.052000001072883606,0.0006971721886657178,-0.8867260813713074,0.6383748054504395,2.2591795921325684,2.2330522537231445,2.0,7.0
VI,1500,14,unit,1,1,,group,1.0,0.747452974319458,1.7494630813598633,0.22823326289653778,2.9830238819122314,2.9224233627319336,3.0,8.0
VI,1500,15,unit,1,1,,group,0.11100000143051147,0.00418240437284112,-0.7742277979850769,0.6837686896324158,2.252687454223633,2.237830638885498,4.0,9.0
VI,1750,0,feature,input,-1,0.0,input,1.0,0.4525790512561798,0.9173679351806641,0.1369110643863678,2.2219066619873047,2.204813003540039,,
VI,1750,1,feature,input,-1,1.0,input,0.17000000178813934,0.006082167848944664,-0.6773556470870972,0.6787210702896118,2.3217668533325195,2.286085367202759,,
VI,1750,2,feature,input,-1,2.0,input,0.16200000047683716,0.005255959928035736,-0.6531027555465698,0.6418386697769165,2.2919960021972656,2.2894814014434814,,
VI,1750,3,feature,input,-1,3.0,input,1.0,0.5655948519706726,1.1711143255233765,0.2408624291419983,2.215034246444702,2.1647603511810303,,
VI,1750,4,feature,input,-1,4.0,input,0.16300000250339508,0.0071588559076189995,-0.6469038128852844,0.6506620049476624,2.2434263229370117,2.2284958362579346,,
VI,1750,5,feature,input,-1,5.0,input,0.12700000405311584,0.00522466329857707,-0.6920323371887207,0.6812258362770081,2.288191795349121,2.2813589572906494,,
VI,1750,6,unit,0,0,,group,0.04699999839067459,0.0005417924257926643,-0.936366856098175,0.6698573231697083,2.4821856021881104,2.469123363494873,0.0,0.0
VI,1750,7,unit,0,0,,group,0.03799999877810478,0.0007139776716940105,-0.9551516771316528,0.6922571659088135,2.475424289703369,2.4455623626708984,1.0,1.0
VI,1750,8,unit,0,0,,group,0.06599999964237213,0.0012718791840597987,-0.880047619342804,0.6832767128944397,2.473823308944702,2.4262781143188477,2.0,2.0
VI,1750,9,unit,0,0,,group,0.06199999898672104,0.0010672329226508737,-0.8787536025047302,0.7008278369903564,2.4666738510131836,2.441554546356201,3.0,3.0
VI,1750,10,unit,0,0,,group,1.0,0.498259961605072,1.02395761013031,0.2428855150938034,2.4937679767608643,2.4763948917388916,4.0,4.0
VI,1750,11,unit,1,1,,group,0.07900000363588333,0.0014057755470275879,-0.872850775718689,0.7049154043197632,2.261598825454712,2.2513790130615234,0.0,5.0
VI,1750,12,unit,1,1,,group,0.06800000369548798,0.0009467289200983942,-0.889037549495697,0.6743373274803162,2.2543184757232666,2.2272140979766846,1.0,6.0
VI,1750,13,unit,1,1,,group,0.05400000140070915,0.0009235123870894313,-0.892511785030365,0.6563622951507568,2.259432077407837,2.204458713531494,2.0,7.0
VI,1750,14,unit,1,1,,group,1.0,0.7475133538246155,1.7575452327728271,0.25747597217559814,3.008516788482666,2.96185302734375,3.0,8.0
VI,1750,15,unit,1,1,,group,0.08799999952316284,0.0017881785752251744,-0.9280664324760437,0.7330039143562317,2.2507100105285645,2.257333517074585,4.0,9.0
VI,2000,0,feature,input,-1,0.0,input,1.0,0.5033258199691772,1.0179780721664429,0.15255673229694366,2.262096405029297,2.215780735015869,,
VI,2000,1,feature,input,-1,1.0,input,0.17299999296665192,0.006672145798802376,-0.6342723369598389,0.6729592084884644,2.310086727142334,2.3024446964263916,,
VI,2000,2,feature,input,-1,2.0,input,0.1720000058412552,0.006378480698913336,-0.649142324924469,0.6553713083267212,2.274345636367798,2.236598491668701,,
VI,2000,3,feature,input,-1,3.0,input,1.0,0.581162691116333,1.216138482093811,0.27042433619499207,2.233245611190796,2.187209367752075,,
VI,2000,4,feature,input,-1,4.0,input,0.18299999833106995,0.009953551925718784,-0.6256563663482666,0.6787266731262207,2.3003921508789062,2.2768313884735107,,
VI,2000,5,feature,input,-1,5.0,input,0.2280000001192093,0.013044305145740509,-0.5675709843635559,0.705479621887207,2.2918965816497803,2.2656426429748535,,
VI,2000,6,unit,0,0,,group,0.07800000160932541,0.0008198205032385886,-0.85407555103302,0.6681551933288574,2.496042013168335,2.4766056537628174,0.0,0.0
VI,2000,7,unit,0,0,,group,0.09600000083446503,0.0018184573855251074,-0.854491651058197,0.7129254937171936,2.459068775177002,2.4780468940734863,1.0,1.0
VI,2000,8,unit,0,0,,group,0.06199999898672104,0.0009233586024492979,-0.8585703372955322,0.6609605550765991,2.513246536254883,2.5041768550872803,2.0,2.0
VI,2000,9,unit,0,0,,group,0.07000000029802322,0.0006177669856697321,-0.8234397172927856,0.6319013833999634,2.555649995803833,2.532397985458374,3.0,3.0
VI,2000,10,unit,0,0,,group,1.0,0.5187427997589111,1.068488359451294,0.2504238486289978,2.4829933643341064,2.4656615257263184,4.0,4.0
VI,2000,11,unit,1,1,,group,0.07699999958276749,0.0012743518454954028,-0.8923499584197998,0.6955162286758423,2.295450448989868,2.29093337059021,0.0,5.0
VI,2000,12,unit,1,1,,group,0.12300000339746475,0.00240969262085855,-0.7763041853904724,0.7092276215553284,2.270587682723999,2.2407901287078857,1.0,6.0
VI,2000,13,unit,1,1,,group,0.15700000524520874,0.004975780379027128,-0.7063329815864563,0.7031079530715942,2.285083055496216,2.275217056274414,2.0,7.0
VI,2000,14,unit,1,1,,group,1.0,0.7554473280906677,1.7907453775405884,0.2454829216003418,3.0155932903289795,2.9847373962402344,3.0,8.0
VI,2000,15,unit,1,1,,group,0.05299999937415123,0.0010766293853521347,-0.9465289115905762,0.6935003399848938,2.2888271808624268,2.2711470127105713,4.0,9.0
