method,epoch,group_id,selection_type,block,layer,edge_layer,parameter,target,source,side,pip,gate_mean,margin_mean,margin_sd,slab_norm_mean,slab_norm_median
VI,1,43,edge,hidden_layer_2,1,hidden_layer_2,W2,2,3,input,0.42899999022483826,0.08870097994804382,-0.11761149764060974,0.6679332852363586,0.3806300461292267,0.3240687847137451
VI,1,44,edge,hidden_layer_2,1,hidden_layer_2,W2,2,4,input,0.40400001406669617,0.08809982240200043,-0.1331203430891037,0.6873683333396912,0.4036201536655426,0.3554871380329132
VI,1,45,edge,hidden_layer_2,1,hidden_layer_2,W2,3,0,input,0.43299999833106995,0.08700487017631531,-0.12727251648902893,0.6714935302734375,0.37790295481681824,0.3093928396701813
VI,1,46,edge,hidden_layer_2,1,hidden_layer_2,W2,3,1,input,0.46299999952316284,0.10878966003656387,-0.039478834718465805,0.6805044412612915,0.37372156977653503,0.32044318318367004
VI,1,47,edge,hidden_layer_2,1,hidden_layer_2,W2,3,2,input,0.48100000619888306,0.11003907769918442,-0.030876629054546356,0.6949681639671326,0.3851202130317688,0.32681652903556824
VI,1,48,edge,hidden_layer_2,1,hidden_layer_2,W2,3,3,input,0.5070000290870667,0.10872314125299454,-0.027774188667535782,0.6818943023681641,0.3639640212059021,0.29616063833236694
VI,1,49,edge,hidden_layer_2,1,hidden_layer_2,W2,3,4,input,0.4819999933242798,0.10702546685934067,-0.05127774551510811,0.6904615759849548,0.3681926429271698,0.3055659234523773
VI,1,50,edge,hidden_layer_2,1,hidden_layer_2,W2,4,0,input,0.43799999356269836,0.10718618333339691,-0.0602254755795002,0.6966220736503601,0.38198143243789673,0.31407085061073303
VI,1,51,edge,hidden_layer_2,1,hidden_layer_2,W2,4,1,input,0.4519999921321869,0.10629452019929886,-0.06045155972242355,0.6930105090141296,0.38241156935691833,0.31207218766212463
VI,1,52,edge,hidden_layer_2,1,hidden_layer_2,W2,4,2,input,0.43700000643730164,0.08690039068460464,-0.10001660138368607,0.6565947532653809,0.3887256979942322,0.3180176615715027
VI,1,53,edge,hidden_layer_2,1,hidden_layer_2,W2,4,3,input,0.44600000977516174,0.08977964520454407,-0.11904019862413406,0.6747258305549622,0.3807971179485321,0.31168749928474426
VI,1,54,edge,hidden_layer_2,1,hidden_layer_2,W2,4,4,input,0.49900001287460327,0.1110152080655098,-0.0053075943142175674,0.662845253944397,0.37894347310066223,0.3151217997074127
VI,1,55,edge,output,2,output,W3,0,0,output,0.5070000290870667,0.10753045231103897,0.002331438008695841,0.6486706137657166,0.3891930878162384,0.32518067955970764
VI,1,56,edge,output,2,output,W3,0,1,output,0.4569999873638153,0.1002003401517868,-0.06367579847574234,0.6691327691078186,0.36806967854499817,0.312120646238327
VI,1,57,edge,output,2,output,W3,0,2,output,0.49399998784065247,0.11310859769582748,-0.007218656595796347,0.6806955337524414,0.39230915904045105,0.3335636258125305
VI,1,58,edge,output,2,output,W3,0,3,output,0.4869999885559082,0.11147633194923401,-0.017153574153780937,0.6815858483314514,0.39176303148269653,0.32633963227272034
VI,1,59,edge,output,2,output,W3,0,4,output,0.4860000014305115,0.10819263756275177,-0.02069604955613613,0.6707065105438232,0.3916548192501068,0.33506152033805847
VI,250,0,edge,hidden_layer_1,0,hidden_layer_1,W1,0,0,input,0.5540000200271606,0.24895945191383362,0.15945930778980255,1.306786060333252,0.8383486270904541,0.8043642044067383
VI,250,1,edge,hidden_layer_1,0,hidden_layer_1,W1,0,1,input,0.5529999732971191,0.2537205219268799,0.1782069057226181,1.2978953123092651,0.5400604605674744,0.4721687436103821
VI,250,2,edge,hidden_layer_1,0,hidden_layer_1,W1,0,2,input,0.5540000200271606,0.2487400621175766,0.1666855812072754,1.289624571800232,0.52309250831604,0.43174025416374207
VI,250,3,edge,hidden_layer_1,0,hidden_layer_1,W1,0,3,input,0.5099999904632568,0.22419819235801697,0.05589546263217926,1.2792707681655884,0.5688650012016296,0.4847906529903412
VI,250,4,edge,hidden_layer_1,0,hidden_layer_1,W1,0,4,input,0.48500001430511475,0.1948523223400116,-0.07849669456481934,1.225379228591919,0.5880958437919617,0.5151164531707764
VI,250,5,edge,hidden_layer_1,0,hidden_layer_1,W1,0,5,input,0.5410000085830688,0.24727453291416168,0.15412935614585876,1.2659629583358765,0.5546286702156067,0.49406740069389343
VI,250,6,edge,hidden_layer_1,0,hidden_layer_1,W1,1,0,input,0.6129999756813049,0.30070412158966064,0.36549365520477295,1.2919548749923706,0.616033673286438,0.5003870129585266
VI,250,7,edge,hidden_layer_1,0,hidden_layer_1,W1,1,1,input,0.5299999713897705,0.2294084131717682,0.0968090370297432,1.2741233110427856,0.6853173971176147,0.6260583996772766
VI,250,8,edge,hidden_layer_1,0,hidden_layer_1,W1,1,2,input,0.5730000138282776,0.23545773327350616,0.14563022553920746,1.2535585165023804,0.5716267228126526,0.4859539568424225
VI,250,9,edge,hidden_layer_1,0,hidden_layer_1,W1,1,3,input,0.593999981880188,0.27244827151298523,0.25443926453590393,1.2960224151611328,0.4935837388038635,0.4551759958267212
VI,250,10,edge,hidden_layer_1,0,hidden_layer_1,W1,1,4,input,0.5619999766349792,0.24884872138500214,0.1699562817811966,1.2897117137908936,0.6907077431678772,0.5885705351829529
VI,250,11,edge,hidden_layer_1,0,hidden_layer_1,W1,1,5,input,0.5820000171661377,0.25552600622177124,0.2067033350467682,1.2486909627914429,0.6715349555015564,0.6207506656646729
VI,250,12,edge,hidden_layer_1,0,hidden_layer_1,W1,2,0,input,0.5230000019073486,0.22057555615901947,0.04760555177927017,1.2431390285491943,0.5685636401176453,0.49566593766212463
VI,250,13,edge,hidden_layer_1,0,hidden_layer_1,W1,2,1,input,0.5239999890327454,0.22809310257434845,0.09767574816942215,1.245261311531067,0.7170337438583374,0.6752532124519348
VI,250,14,edge,hidden_layer_1,0,hidden_layer_1,W1,2,2,input,0.503000020980835,0.2133384346961975,-0.03300260007381439,1.2925331592559814,0.6124060153961182,0.5360230207443237
VI,250,15,edge,hidden_layer_1,0,hidden_layer_1,W1,2,3,input,0.5519999861717224,0.24833275377750397,0.15720036625862122,1.293287754058838,0.5721501708030701,0.5130407214164734
VI,250,16,edge,hidden_layer_1,0,hidden_layer_1,W1,2,4,input,0.5299999713897705,0.22651250660419464,0.08194377273321152,1.2444955110549927,0.5620471239089966,0.48393481969833374
VI,250,17,edge,hidden_layer_1,0,hidden_layer_1,W1,2,5,input,0.5569999814033508,0.24075576663017273,0.15589207410812378,1.2115628719329834,0.5715554356575012,0.5168774127960205
VI,250,18,edge,hidden_layer_1,0,hidden_layer_1,W1,3,0,input,0.4860000014305115,0.21174001693725586,-0.011815900914371014,1.2820303440093994,0.15827234089374542,0.13936257362365723
VI,250,19,edge,hidden_layer_1,0,hidden_layer_1,W1,3,1,input,0.4959999918937683,0.2184401899576187,-0.004697505850344896,1.3497626781463623,0.1681555211544037,0.13418956100940704
VI,250,20,edge,hidden_layer_1,0,hidden_layer_1,W1,3,2,input,0.48399999737739563,0.19594290852546692,-0.05465023219585419,1.2292742729187012,0.15970024466514587,0.12608960270881653
VI,250,21,edge,hidden_layer_1,0,hidden_layer_1,W1,3,3,input,0.5400000214576721,0.24128039181232452,0.12240420281887054,1.2780499458312988,2.5049049854278564,2.5479094982147217
VI,250,22,edge,hidden_layer_1,0,hidden_layer_1,W1,3,4,input,0.5419999957084656,0.24555934965610504,0.16365595161914825,1.2507798671722412,0.1811833679676056,0.16424641013145447
VI,250,23,edge,hidden_layer_1,0,hidden_layer_1,W1,3,5,input,0.5139999985694885,0.20988214015960693,0.04281901568174362,1.2105523347854614,0.12316760420799255,0.10186534374952316
VI,250,24,edge,hidden_layer_1,0,hidden_layer_1,W1,4,0,input,0.5120000243186951,0.23048970103263855,0.04819263517856598,1.3125274181365967,2.1458964347839355,2.1773252487182617
VI,250,25,edge,hidden_layer_1,0,hidden_layer_1,W1,4,1,input,0.4690000116825104,0.19008563458919525,-0.1170097142457962,1.2703258991241455,0.20032382011413574,0.17258715629577637
VI,250,26,edge,hidden_layer_1,0,hidden_layer_1,W1,4,2,input,0.5379999876022339,0.24123647809028625,0.13383939862251282,1.2589267492294312,0.1709207147359848,0.13970735669136047
VI,250,27,edge,hidden_layer_1,0,hidden_layer_1,W1,4,3,input,0.5699999928474426,0.2507234513759613,0.18424980342388153,1.2466257810592651,0.19610397517681122,0.15999498963356018
VI,250,28,edge,hidden_layer_1,0,hidden_layer_1,W1,4,4,input,0.5270000100135803,0.2246544063091278,0.08485078066587448,1.2402456998825073,0.15132708847522736,0.13608181476593018
VI,250,29,edge,hidden_layer_1,0,hidden_layer_1,W1,4,5,input,0.5289999842643738,0.2323257029056549,0.08164669573307037,1.2707267999649048,0.2218180149793625,0.189381942152977
VI,250,30,edge,hidden_layer_2,1,hidden_layer_2,W2,0,0,input,0.5080000162124634,0.21771948039531708,0.052024394273757935,1.236193060874939,0.8167418241500854,0.7098100781440735
VI,250,31,edge,hidden_layer_2,1,hidden_layer_2,W2,0,1,input,0.5550000071525574,0.26080718636512756,0.22557295858860016,1.2773126363754272,0.715913712978363,0.5852002501487732
VI,250,32,edge,hidden_layer_2,1,hidden_layer_2,W2,0,2,input,0.5649999976158142,0.24820464849472046,0.2057221680879593,1.2109880447387695,0.7287440299987793,0.6042293906211853
VI,250,33,edge,hidden_layer_2,1,hidden_layer_2,W2,0,3,input,0.5450000166893005,0.2430591583251953,0.14003771543502808,1.28203284740448,0.7071609497070312,0.5656468272209167
VI,250,34,edge,hidden_layer_2,1,hidden_layer_2,W2,0,4,input,0.5059999823570251,0.22024938464164734,-0.0016836834838613868,1.2945914268493652,0.814615786075592,0.7491048574447632
VI,250,35,edge,hidden_layer_2,1,hidden_layer_2,W2,1,0,input,0.5690000057220459,0.23708461225032806,0.18799103796482086,1.1937594413757324,0.6895382404327393,0.5862654447555542
VI,250,36,edge,hidden_layer_2,1,hidden_layer_2,W2,1,1,input,0.5830000042915344,0.2557423412799835,0.21863487362861633,1.221604824066162,0.7185291051864624,0.5545307397842407
VI,250,37,edge,hidden_layer_2,1,hidden_layer_2,W2,1,2,input,0.5389999747276306,0.2415279597043991,0.16924357414245605,1.2557392120361328,0.6486441493034363,0.544435441493988
VI,250,38,edge,hidden_layer_2,1,hidden_layer_2,W2,1,3,input,0.5609999895095825,0.24349762499332428,0.17346447706222534,1.1868952512741089,0.7418570518493652,0.623357892036438
VI,250,39,edge,hidden_layer_2,1,hidden_layer_2,W2,1,4,input,0.5239999890327454,0.2377108335494995,0.09831827878952026,1.2687084674835205,0.7019833326339722,0.6492713689804077
VI,250,40,edge,hidden_layer_2,1,hidden_layer_2,W2,2,0,input,0.5450000166893005,0.24007165431976318,0.1563858538866043,1.247126817703247,0.6706755757331848,0.5438399314880371
VI,250,41,edge,hidden_layer_2,1,hidden_layer_2,W2,2,1,input,0.5550000071525574,0.24435941874980927,0.17073123157024384,1.217576026916504,0.763924241065979,0.6192688941955566
VI,250,42,edge,hidden_layer_2,1,hidden_layer_2,W2,2,2,input,0.5540000200271606,0.2491426318883896,0.16996197402477264,1.2765936851501465,0.6409957408905029,0.45773646235466003
VI,250,43,edge,hidden_layer_2,1,hidden_layer_2,W2,2,3,input,0.5720000267028809,0.24110421538352966,0.20602408051490784,1.1982108354568481,0.8449385762214661,0.7575110793113708
VI,250,44,edge,hidden_layer_2,1,hidden_layer_2,W2,2,4,input,0.527999997138977,0.2274980992078781,0.08289191871881485,1.2381365299224854,0.7083868384361267,0.5745488405227661
VI,250,45,edge,hidden_layer_2,1,hidden_layer_2,W2,3,0,input,0.5109999775886536,0.21720227599143982,0.03221605345606804,1.264668583869934,0.7596153616905212,0.5954527854919434
VI,250,46,edge,hidden_layer_2,1,hidden_layer_2,W2,3,1,input,0.5460000038146973,0.24726906418800354,0.16951516270637512,1.2874845266342163,0.7060257196426392,0.5472089648246765
VI,250,47,edge,hidden_layer_2,1,hidden_layer_2,W2,3,2,input,0.5410000085830688,0.2280944287776947,0.10868112742900848,1.2442100048065186,0.7809273600578308,0.6127023100852966
VI,250,48,edge,hidden_layer_2,1,hidden_layer_2,W2,3,3,input,0.5649999976158142,0.2656691372394562,0.20226800441741943,1.3539905548095703,0.6178684830665588,0.5012906789779663
VI,250,49,edge,hidden_layer_2,1,hidden_layer_2,W2,3,4,input,0.5149999856948853,0.22119344770908356,0.04323409125208855,1.271430253982544,0.8013045787811279,0.7193354368209839
VI,250,50,edge,hidden_layer_2,1,hidden_layer_2,W2,4,0,input,0.5600000023841858,0.26176995038986206,0.20903612673282623,1.261238694190979,0.23415425419807434,0.21916615962982178
VI,250,51,edge,hidden_layer_2,1,hidden_layer_2,W2,4,1,input,0.5360000133514404,0.2414735108613968,0.13807013630867004,1.2897450923919678,0.1412377953529358,0.11618451774120331
VI,250,52,edge,hidden_layer_2,1,hidden_layer_2,W2,4,2,input,0.5210000276565552,0.22768492996692657,0.06608407199382782,1.251112461090088,0.1271676868200302,0.09621414542198181
VI,250,53,edge,hidden_layer_2,1,hidden_layer_2,W2,4,3,input,0.5590000152587891,0.24072137475013733,0.1551048308610916,1.2241395711898804,1.565910816192627,1.5630934238433838
VI,250,54,edge,hidden_layer_2,1,hidden_layer_2,W2,4,4,input,0.5699999928474426,0.25889045000076294,0.2102447748184204,1.2580426931381226,1.1076750755310059,1.1042667627334595
VI,250,55,edge,output,2,output,W3,0,0,output,0.531000018119812,0.2320946902036667,0.09187144786119461,1.2514238357543945,0.24570722877979279,0.20714916288852692
VI,250,56,edge,output,2,output,W3,0,1,output,0.5389999747276306,0.24719829857349396,0.14141494035720825,1.303843379020691,0.25402402877807617,0.21366339921951294
VI,250,57,edge,output,2,output,W3,0,2,output,0.5580000281333923,0.251400351524353,0.15921345353126526,1.310063362121582,0.25723928213119507,0.23837947845458984
VI,250,58,edge,output,2,output,W3,0,3,output,0.5580000281333923,0.2360837608575821,0.15284991264343262,1.210900902748108,0.13301578164100647,0.11094683408737183
VI,250,59,edge,output,2,output,W3,0,4,output,0.5770000219345093,0.24494826793670654,0.17007501423358917,1.246225118637085,0.3620102107524872,0.3625486493110657
VI,500,0,edge,hidden_layer_1,0,hidden_layer_1,W1,0,0,input,0.5410000085830688,0.24860529601573944,0.14460930228233337,1.3096197843551636,0.5914826393127441,0.5130314826965332
VI,500,1,edge,hidden_layer_1,0,hidden_layer_1,W1,0,1,input,0.5139999985694885,0.2382197231054306,0.056329093873500824,1.3561769723892212,0.6664471626281738,0.5975380539894104
VI,500,2,edge,hidden_layer_1,0,hidden_layer_1,W1,0,2,input,0.5070000290870667,0.24128873646259308,0.10151603817939758,1.3356420993804932,0.6923226118087769,0.5922589302062988
VI,500,3,edge,hidden_layer_1,0,hidden_layer_1,W1,0,3,input,0.503000020980835,0.23330865800380707,0.05870648846030235,1.3797293901443481,0.730584979057312,0.6561795473098755
VI,500,4,edge,hidden_layer_1,0,hidden_layer_1,W1,0,4,input,0.5170000195503235,0.247375026345253,0.09329989552497864,1.377666711807251,0.6600409150123596,0.5598308444023132
VI,500,5,edge,hidden_layer_1,0,hidden_layer_1,W1,0,5,input,0.5320000052452087,0.2370881289243698,0.07087152451276779,1.3545236587524414,0.6704457402229309,0.5766844749450684
VI,500,6,edge,hidden_layer_1,0,hidden_layer_1,W1,1,0,input,0.5529999732971191,0.23980620503425598,0.12239466607570648,1.3300926685333252,0.6703285574913025,0.5669971704483032
VI,500,7,edge,hidden_layer_1,0,hidden_layer_1,W1,1,1,input,0.5360000133514404,0.24018582701683044,0.10662711411714554,1.3586654663085938,0.6939290165901184,0.5988219976425171
VI,500,8,edge,hidden_layer_1,0,hidden_layer_1,W1,1,2,input,0.5360000133514404,0.23837469518184662,0.08195190131664276,1.3486965894699097,0.6623678207397461,0.5772218704223633
VI,500,9,edge,hidden_layer_1,0,hidden_layer_1,W1,1,3,input,0.5400000214576721,0.26006630063056946,0.18284860253334045,1.3280974626541138,0.5773236751556396,0.5042828321456909
VI,500,10,edge,hidden_layer_1,0,hidden_layer_1,W1,1,4,input,0.5419999957084656,0.25165465474128723,0.10621252655982971,1.327091097831726,0.6830962896347046,0.575537383556366
VI,500,11,edge,hidden_layer_1,0,hidden_layer_1,W1,1,5,input,0.5210000276565552,0.22743211686611176,0.06323476135730743,1.2801743745803833,0.6527764201164246,0.5695105195045471
VI,500,12,edge,hidden_layer_1,0,hidden_layer_1,W1,2,0,input,0.5019999742507935,0.23096345365047455,0.03778229281306267,1.3523448705673218,0.6754949688911438,0.5705687403678894
VI,500,13,edge,hidden_layer_1,0,hidden_layer_1,W1,2,1,input,0.5339999794960022,0.23920558393001556,0.1103145107626915,1.3014267683029175,0.7097687125205994,0.6243126392364502
VI,500,14,edge,hidden_layer_1,0,hidden_layer_1,W1,2,2,input,0.5040000081062317,0.20655182003974915,-0.05179574713110924,1.3433482646942139,0.65019690990448,0.5723515152931213
VI,500,15,edge,hidden_layer_1,0,hidden_layer_1,W1,2,3,input,0.5339999794960022,0.24405457079410553,0.09592874348163605,1.3741120100021362,0.6936140060424805,0.6115113496780396
VI,500,16,edge,hidden_layer_1,0,hidden_layer_1,W1,2,4,input,0.515999972820282,0.24459940195083618,0.1020720899105072,1.3558284044265747,0.6935586929321289,0.6026515960693359
VI,500,17,edge,hidden_layer_1,0,hidden_layer_1,W1,2,5,input,0.5120000243186951,0.23458009958267212,0.05941647291183472,1.3123927116394043,0.6483047008514404,0.5732669234275818
VI,500,18,edge,hidden_layer_1,0,hidden_layer_1,W1,3,0,input,0.515999972820282,0.23830942809581757,0.07096775621175766,1.3511779308319092,0.12303002923727036,0.10288184881210327
VI,500,19,edge,hidden_layer_1,0,hidden_layer_1,W1,3,1,input,0.5360000133514404,0.23937305808067322,0.11549301445484161,1.3015819787979126,0.14591319859027863,0.1234787330031395
VI,500,20,edge,hidden_layer_1,0,hidden_layer_1,W1,3,2,input,0.527999997138977,0.2382025271654129,0.10091612488031387,1.3264373540878296,0.11108121275901794,0.08774903416633606
VI,500,21,edge,hidden_layer_1,0,hidden_layer_1,W1,3,3,input,0.5429999828338623,0.24458691477775574,0.09488922357559204,1.359434962272644,2.5399420261383057,2.537257671356201
VI,500,22,edge,hidden_layer_1,0,hidden_layer_1,W1,3,4,input,0.515999972820282,0.23723261058330536,0.04436599835753441,1.401769757270813,0.2275308221578598,0.2275269627571106
VI,500,23,edge,hidden_layer_1,0,hidden_layer_1,W1,3,5,input,0.527999997138977,0.24279150366783142,0.0766623392701149,1.345637559890747,0.11977285891771317,0.09879326820373535
VI,500,24,edge,hidden_layer_1,0,hidden_layer_1,W1,4,0,input,0.5260000228881836,0.23521214723587036,0.08042741566896439,1.3499550819396973,2.350405216217041,2.361734390258789
VI,500,25,edge,hidden_layer_1,0,hidden_layer_1,W1,4,1,input,0.47099998593330383,0.22029782831668854,-0.05286446586251259,1.3760088682174683,0.2121659517288208,0.18991544842720032
VI,500,26,edge,hidden_layer_1,0,hidden_layer_1,W1,4,2,input,0.5059999823570251,0.23034048080444336,0.01746733859181404,1.3388235569000244,0.18339058756828308,0.16022521257400513
VI,500,27,edge,hidden_layer_1,0,hidden_layer_1,W1,4,3,input,0.5059999823570251,0.229691281914711,0.06623508036136627,1.3274009227752686,0.2820826470851898,0.25925320386886597
VI,500,28,edge,hidden_layer_1,0,hidden_layer_1,W1,4,4,input,0.5130000114440918,0.2351437658071518,0.07533970475196838,1.334769368171692,0.18052692711353302,0.15578438341617584
VI,500,29,edge,hidden_layer_1,0,hidden_layer_1,W1,4,5,input,0.5270000100135803,0.2338641732931137,0.08513356745243073,1.3422281742095947,0.25700628757476807,0.2462741881608963
