branch,head,coupling_layer,target_coord,mean_entropy
scale,1,1,26,0.057969849556684494
scale,1,1,28,0.13003747165203094
scale,1,1,31,0.04493885114789009
scale,1,1,32,0.06367406249046326
scale,1,1,33,0.40036365389823914
scale,1,1,34,0.021334534510970116
scale,1,1,38,2.283224105834961
scale,1,1,40,2.0180585384368896
scale,1,1,43,0.6639196276664734
scale,1,1,44,0.27600720524787903
scale,1,1,46,0.7424256205558777
scale,1,2,0,0.4648421108722687
scale,1,2,1,2.384178638458252
scale,1,2,5,2.5224790573120117
scale,1,2,6,2.83808970451355
scale,1,2,7,0.8313264846801758
scale,1,2,8,2.245575189590454
scale,1,2,9,2.7906088829040527
scale,1,2,13,0.7401958107948303
scale,1,2,14,1.988302230834961
scale,1,2,17,2.3985133171081543
scale,1,2,19,2.4374516010284424
scale,1,2,21,2.4274351596832275
scale,1,2,22,1.6107248067855835
scale,1,2,23,2.7334184646606445
scale,1,2,27,2.8309695720672607
scale,1,2,31,2.2366530895233154
scale,1,2,33,0.6321845650672913
scale,1,2,34,2.5705649852752686
scale,1,2,35,2.7729268074035645
scale,1,2,36,1.5278069972991943
scale,1,2,38,1.7369425296783447
scale,1,2,41,1.2469043731689453
scale,1,2,42,2.075254440307617
scale,1,2,45,0.8911206126213074
scale,1,3,2,0.00790046900510788
scale,1,3,3,0.028515178710222244
scale,1,3,4,0.17321990430355072
scale,1,3,10,1.0267096757888794
scale,1,3,11,0.4653499722480774
scale,1,3,12,0.3875137269496918
scale,1,3,15,0.12487015128135681
scale,1,3,16,2.025820016860962
scale,1,3,18,0.2285187840461731
scale,1,3,20,0.0038376322481781244
scale,1,3,24,0.013817909173667431
scale,1,3,25,0.00744530139490962
scale,1,3,26,0.014697693288326263
scale,1,3,28,0.04865477606654167
scale,1,3,29,0.009618795476853848
scale,1,3,30,0.04831079766154289
scale,1,3,32,1.2041488885879517
scale,1,3,37,0.9527463316917419
scale,1,3,39,1.779046893119812
scale,1,3,40,1.1324225664138794
scale,1,3,43,1.6167510747909546
scale,1,3,44,0.9142836928367615
scale,1,3,46,0.881463885307312
scale,1,3,47,0.20964032411575317
scale,1,4,0,0.3204190135002136
scale,1,4,2,0.12350954860448837
scale,1,4,3,0.09992314130067825
scale,1,4,7,0.15002058446407318
scale,1,4,8,0.03923739492893219
scale,1,4,11,0.10433389246463776
scale,1,4,13,0.04603305086493492
scale,1,4,14,0.06653450429439545
scale,1,4,16,0.0813027173280716
scale,1,4,17,0.16118530929088593
scale,1,4,19,0.09300543367862701
scale,1,4,20,0.13625891506671906
scale,1,4,22,0.3158353865146637
scale,1,4,26,0.0011644494952633977
