"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","weak_signal",432,432,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,1.99825,0.0199825,2,"0;22;33;34;36;43;59;89;91;96","36;89",1,0.2,0.333333333333333,0,2,0,8,90,2,0.768888888888889,0.641425621100799
