method,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,simple,417,417,0,1,0.0,0,0.0,0,-1.2359276e-15,7.445817e-14,0.0,0.0
last_flow,simple,417,417,1,2,0.0,0,0.0,0,1.3208847e-14,7.894315e-13,0.0,0.0
last_flow,simple,417,417,2,3,0.0,0,0.0,0,0.100058906,0.0015796167,0.0,0.0
last_flow,simple,417,417,3,4,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,417,417,4,5,0.0,0,0.0,0,-0.17961995,0.0023794735,0.0,0.0
last_flow,simple,417,417,5,6,0.0,0,0.0,0,9.8756765e-23,6.241931e-21,0.0,0.0
last_flow,simple,417,417,6,7,0.0,0,0.0,0,0.17222273,0.0019141503,0.0,0.0
last_flow,simple,417,417,7,8,0.0,0,0.0,0,-0.09027389,0.0013917772,0.0,0.0
last_flow,simple,417,417,8,9,0.0,0,0.0,0,0.24403198,0.0022110306,0.0,0.0
last_flow,simple,417,417,9,10,0.0,0,0.0,0,0.1252068,0.0012344862,0.0,0.0
last_flow,simple,417,417,10,11,0.0,0,0.0,0,0.22123796,0.0023087051,0.0,0.0
last_flow,simple,417,417,11,12,0.0,0,0.0,0,-0.29416716,0.00206668,0.0,0.0
last_flow,simple,417,417,12,13,0.0,0,0.0,0,0.08404081,0.0014191271,0.0,0.0
last_flow,simple,417,417,13,14,0.0,0,0.0,0,-1.1002307e-26,0.0,0.0,0.0
last_flow,simple,417,417,14,15,0.0,0,0.0,0,-0.16725406,0.0014344498,0.0,0.0
last_flow,simple,417,417,15,16,0.0,0,0.0,0,2.6075951e-12,1.3453483e-10,0.0,0.0
last_flow,simple,417,417,16,17,0.0,0,0.0,0,6.7142945e-21,2.90404e-19,0.0,0.0
last_flow,simple,417,417,17,18,0.0,0,0.0,0,-0.3879639,0.0023419932,0.0,0.0
last_flow,simple,417,417,18,19,0.0,0,0.0,0,-3.5262687e-15,2.2113427e-13,0.0,0.0
last_flow,simple,417,417,19,20,0.0,0,0.0,0,0.18852814,0.0019692648,0.0,0.0
last_flow,simple,417,417,20,21,0.0,0,0.0,0,0.0971519,0.0009361348,0.0,0.0
last_flow,simple,417,417,21,22,0.0,0,0.0,0,-0.10744405,0.0013933951,0.0,0.0
last_flow,simple,417,417,22,23,0.0,0,0.0,0,-2.9763704e-08,5.009146e-08,0.0,0.0
last_flow,simple,417,417,23,24,0.0,0,0.0,0,6.0938223e-25,3.743392e-23,0.0,0.0
last_flow,simple,417,417,24,25,-1.0160135,1,1.0,1,-0.98485625,0.0023786966,-0.98485625,0.0023786966
last_flow,simple,417,417,25,26,0.0,0,0.0,0,0.16091733,0.0019123481,0.0,0.0
last_flow,simple,417,417,26,27,0.0,0,0.0,0,0.15276608,0.0011270805,0.0,0.0
last_flow,simple,417,417,27,28,0.0,0,0.0,0,0.06383794,0.00133267,0.0,0.0
last_flow,simple,417,417,28,29,0.0,0,0.0,0,0.048851468,0.0010438093,0.0,0.0
last_flow,simple,417,417,29,30,0.0,0,0.0,0,-0.2932145,0.0018956214,0.0,0.0
last_flow,simple,417,417,30,31,-1.8226628,1,1.0,1,-1.5283087,0.0028668926,-1.5283087,0.0028668926
last_flow,simple,417,417,31,32,0.0,0,0.0,0,-0.15395257,0.0021893678,0.0,0.0
last_flow,simple,417,417,32,33,0.0,0,0.0,0,-0.077639416,0.0012456841,0.0,0.0
last_flow,simple,417,417,33,34,0.59984493,1,0.9985,1,0.6498469,0.0024746605,0.9048901,0.10412073
last_flow,simple,417,417,34,35,0.0,0,0.0,0,-0.25762272,0.0017722427,0.0,0.0
last_flow,simple,417,417,35,36,-0.59209317,1,0.0,0,0.30841157,0.0028374188,0.0,0.0
last_flow,simple,417,417,36,37,0.0,0,0.0,0,1.2226195e-21,7.73157e-20,0.0,0.0
last_flow,simple,417,417,37,38,0.0,0,0.0,0,-0.10838398,0.0018358553,0.0,0.0
last_flow,simple,417,417,38,39,0.0,0,0.0,0,0.0830658,0.0016077348,0.0,0.0
