stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.0681939125061035,13,13,1.7727041337942362
1,0.8,29,700,3.9449312686920166,7,49,0.9095334089273244
