epoch,phase,selection_warmup,eligible_checkpoint,checkpoint_update,loss,expected_log_likelihood,expected_log_prior,expected_log_q,kl_q_prior,elbo,val_mse,val_signal_r2,val_draw_r2_median,val_draw_r2_positive_prob,val_zero_function_prob,val_constant_function_prob,val_corr2,val_function_energy_mean,val_function_energy_median,pip_rmse_truth,pip_rmse_mcmc,true_active_skl,true_active_skl_mean,zero_js,zero_js_mean,n_truth_active,n_truth_zero,n_valid_true_active_skl,selection_mode,target_type,partition_source,reference_compatibility,active_skl,rmse_with_mcmc,true_skl
1,repr,True,False,False,668.891357421875,-555.1543579101562,-123.69291687011719,-79.20655822753906,44.486351013183594,-599.6408081054688,3.888228178024292,-1.000568151473999,-1.3055534362792969,0.027000000700354576,0.0,0.0,0.0430392250418663,1.6496278047561646,0.677173376083374,0.4999754993997206,0.38730016352522584,4.935529571509106,4.935529571509106,0.049261097874250565,0.053556789010431344,2,4,2,feature_group,feature,teacher_truth,exact,4.935529571509106,0.38730016352522584,4.935529571509106
250,repr,True,False,False,350.6650085449219,-330.29547119140625,-167.0825653076172,-146.2012176513672,20.881343841552734,-351.1767883300781,1.9833499193191528,-0.020471692085266113,-0.022714853286743164,0.08699999749660492,0.0,0.3070000112056732,0.0006803122232668102,1.982701063156128,1.97115957736969,0.5194718471678711,0.4050727300950617,0.07745753174202885,0.07745753174202885,0.06173194688391263,0.06180635903157315,2,4,2,feature_group,feature,teacher_truth,exact,0.07745753174202885,0.4050727300950617,0.07745753174202885
500,repr,True,False,False,349.8165588378906,-329.49798583984375,-165.81326293945312,-145.4073944091797,20.405879974365234,-349.90386962890625,1.9797054529190063,-0.018596529960632324,-0.020049333572387695,0.08399999886751175,0.0,0.3569999933242798,0.05873982608318329,2.018782377243042,2.006089210510254,0.5065553605809866,0.3910991988400556,0.0740875654013788,0.0740875654013788,0.060115110125483595,0.06112222313531834,2,4,2,feature_group,feature,teacher_truth,exact,0.0740875654013788,0.3910991988400556,0.0740875654013788
750,select,False,False,False,347.5747375488281,-330.1576232910156,-163.98184204101562,-145.0746612548828,18.907197952270508,-349.0648498535156,1.9885677099227905,-0.023156285285949707,-0.02604973316192627,0.01899999938905239,0.0,0.8550000190734863,0.012366059236228466,1.9444750547409058,1.8904852867126465,0.49977828417542647,0.4822944294377312,0.08460053469875799,0.08460053469875799,0.0005574092773237044,0.0016506618066264008,2,4,2,feature_group,feature,teacher_truth,exact,0.08460053469875799,0.4822944294377312,0.08460053469875799
1000,select,False,False,False,348.4952697753906,-329.74017333984375,-159.71104431152344,-140.92947387695312,18.781585693359375,-348.52178955078125,1.980246663093567,-0.01887500286102295,-0.018675804138183594,0.04699999839067459,0.0,0.7620000243186951,0.06552162021398544,2.0085666179656982,1.9908448457717896,0.47435746015004343,0.4339824305199462,0.07406340416626353,0.07406340416626353,0.002909957856486025,0.0026884058844416107,2,4,2,feature_group,feature,teacher_truth,exact,0.07406340416626353,0.4339824305199462,0.07406340416626353
1250,select,False,False,False,347.73046875,-330.03961181640625,-162.1882781982422,-144.46392822265625,17.724348068237305,-347.76397705078125,1.9710503816604614,-0.01414334774017334,-0.016925930976867676,0.0430000014603138,0.0,0.7699999809265137,0.0512007512152195,2.0574746131896973,2.01743483543396,0.48175979491858806,0.45238175250555807,0.0772774968511976,0.0772774968511976,0.0012846719155912602,0.00130266495721437,2,4,2,feature_group,feature,teacher_truth,exact,0.0772774968511976,0.45238175250555807,0.0772774968511976
1500,select,False,False,False,348.5200500488281,-335.4291687011719,-164.2529754638672,-147.35008239746094,16.90288734436035,-352.33203125,1.984535574913025,-0.02108168601989746,-0.024478912353515625,0.03200000151991844,0.0,0.7730000019073486,0.30080172419548035,2.086165189743042,1.9443144798278809,0.4954561870976417,0.471943058005942,0.06551992269087012,0.06551992269087012,0.0016700076921410739,0.0016295807905614085,2,4,2,feature_group,feature,teacher_truth,exact,0.06551992269087012,0.471943058005942,0.06551992269087012
1750,select,False,False,False,348.18597412109375,-331.5492858886719,-163.83349609375,-146.60231018066406,17.23118019104004,-348.7804870605469,1.9751752614974976,-0.0162656307220459,-0.017523765563964844,0.026000000536441803,0.0,0.8240000009536743,0.003024713136255741,2.0648252964019775,2.006852388381958,0.5036680454426309,0.4909186117202457,0.08700346909288544,0.08700346909288544,0.0017096775110709015,0.0019893729192608837,2,4,2,feature_group,feature,teacher_truth,exact,0.08700346909288544,0.4909186117202457,0.08700346909288544
2000,select,False,False,False,346.828125,-329.8343811035156,-163.24378967285156,-145.57069396972656,17.673120498657227,-347.5074768066406,1.9874340295791626,-0.022572994232177734,-0.02239835262298584,0.032999999821186066,0.0,0.781000018119812,6.242575182113796e-05,1.9530396461486816,1.9335217475891113,0.47871459834296537,0.44161002781488856,0.06949982742922581,0.06949982742922581,0.001070808128324145,0.002055588029530414,2,4,2,feature_group,feature,teacher_truth,exact,0.06949982742922581,0.44161002781488856,0.06949982742922581
