method,epoch,group_id,selection_type,block,layer,feature,side,pip,gate_mean,margin_mean,margin_sd,slab_norm_mean,slab_norm_median
VI,2000,0,feature,input,-1,0,input,0.24719999730587006,0.06506458669900894,-0.8174994587898254,1.138840675354004,2.2945144176483154,2.2734057903289795
VI,2000,1,feature,input,-1,1,input,0.23880000412464142,0.06232016161084175,-0.8663299679756165,1.1539270877838135,2.2862350940704346,2.2712502479553223
VI,2000,2,feature,input,-1,2,input,0.23720000684261322,0.06165134161710739,-0.8234266638755798,1.1210812330245972,2.2737534046173096,2.2474184036254883
VI,2000,3,feature,input,-1,3,input,0.219200000166893,0.05623956397175789,-0.8993141651153564,1.1410174369812012,2.311628818511963,2.280963659286499
VI,2000,4,feature,input,-1,4,input,0.23639999330043793,0.06268143653869629,-0.8460878729820251,1.1426087617874146,2.275391101837158,2.2463319301605225
VI,2000,5,feature,input,-1,5,input,0.22300000488758087,0.059955138713121414,-0.8746267557144165,1.1384682655334473,2.2827718257904053,2.27346134185791
MCMC,,0,feature,input,-1,0,input,1.0,0.4512501060962677,1.008270263671875,0.5288965106010437,2.3346877098083496,2.305194616317749
MCMC,,1,feature,input,-1,1,input,0.13875000178813934,0.005366996396332979,-0.7717984318733215,0.7427971363067627,2.336865186691284,2.3062126636505127
MCMC,,2,feature,input,-1,2,input,0.13064999878406525,0.004948125686496496,-0.7790462970733643,0.740283191204071,2.3507511615753174,2.3140859603881836
MCMC,,3,feature,input,-1,3,input,1.0,0.506712794303894,1.1336040496826172,0.550223708152771,2.379253625869751,2.3569753170013428
MCMC,,4,feature,input,-1,4,input,0.1712000072002411,0.009072030894458294,-0.7249335646629333,0.7579862475395203,2.337632179260254,2.303194284439087
MCMC,,5,feature,input,-1,5,input,0.18015000224113464,0.010936489328742027,-0.7229723334312439,0.772506833076477,2.3235881328582764,2.2845423221588135
