stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,0.7507635354995728,9,13,1.8181490320411555
1,0.8,34,825,2.5953116416931152,6,49,0.8395910010156475
