"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",495,495,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,12.09775,0.1209775,8,"15;17;18;21;59;65;66;72;89;95","15;18;21;42;59;72;89;95",0.875,0.7,0.777777777777778,0.125,7,1,3,89,8,0.951111111111111,0.866878019323672
