"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",458,458,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,10.237125,0.02047425,5,"35;47;231;254;268;332;340;356;457;470","268;300;332;340;457",0.8,0.4,0.533333333333333,0.2,4,1,6,489,5,0.972755102040816,0.770822128851541
