target,source_0,source_1,source_2,source_3,source_4
0,0.44359999895095825,0.438400000333786,0.4357999861240387,0.44359999895095825,0.43700000643730164
1,0.43459999561309814,0.44999998807907104,0.430400013923645,0.4350000023841858,0.446399986743927
2,0.436599999666214,0.44040000438690186,0.4296000003814697,0.42800000309944153,0.42500001192092896
3,0.4537999927997589,0.42660000920295715,0.4277999997138977,0.4392000138759613,0.4196000099182129
4,0.20819999277591705,0.23800000548362732,0.21379999816417694,1.0,1.0
