target,source_0,source_1,source_2,source_3,source_4,source_5
0,0.4528000056743622,0.43299999833106995,0.4203999936580658,0.4228000044822693,0.428600013256073,0.42739999294281006
1,0.436599999666214,0.4397999942302704,0.42320001125335693,0.4415999948978424,0.43880000710487366,0.44279998540878296
2,0.45159998536109924,0.4341999888420105,0.44200000166893005,0.4323999881744385,0.41940000653266907,0.42559999227523804
3,0.188400000333786,0.1817999929189682,0.17579999566078186,1.0,0.21860000491142273,0.18459999561309814
4,1.0,0.2021999955177307,0.2003999948501587,0.19499999284744263,0.19280000030994415,0.2085999995470047
