method,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc
last_flow,simple,497,497,160,100,10,1.0,0.5,4000,9,3;6;12;13;23;24;38;55;86;98,3;6;12;13;24;38;55;86;98,157,1.0,0.9,0.9473684210526316,0.0,9,0,1,90,9,0.95,0.91
