method,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,selected_size,active_idx0,selected_idx0,selected_ckpt_id,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc
last_flow,simple,432,432,160,100,10,1.0,0.5,8,0;22;33;34;36;43;59;89;91;96,22;34;36;43;59;89;91;96,101,1.0,0.8,0.888888888888889,0.0,8,0,2,90,8,0.8988888888888888,0.885
