method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,lasso_recovery_score
last_flow,lasso_recovery,simple,438,438,160,100,10,1.0,0.5,4000,5,4;12;25;36;66;70;78;83;85;91,4;12;25;66;83,36,875,1,0.8,1.0,0.5,0.6666666666666666,0.0,5,0,5,90,5,0.845,0.73,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.9406165609651569
