stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,3.2247235774993896,5,13,1.9374814960125604
1,0.8,33,800,3.533559560775757,5,49,1.08374035140749
