"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",474,474,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,17.539375,0.17539375,12,"0;7;21;27;42;49;56;63;71;76","0;7;21;27;37;42;49;56;63;71;76;98",0.833333333333333,1,0.909090909090909,0.166666666666667,10,2,0,88,12,0.996666666666667,0.973333333333333
