"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",470,470,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,9.1325,0.091325,4,"9;12;18;25;31;50;53;60;76;92","9;12;25;31",1,0.4,0.571428571428572,0,4,0,6,90,4,0.89,0.735733503380562
