method,mode,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,pip_hard,softgate,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,recovery,simple,451,451,0,1,0.0,0,0.00025,0.00025,0.104032524,0,-0.022444263,0.039600294,-0.00012380729,0.007830244
last_flow,recovery,simple,451,451,1,2,1.2273421,1,1.0,1.0,0.9331608,1,1.3593332,0.13947134,1.4557726,0.12647088
last_flow,recovery,simple,451,451,2,3,0.0,0,0.00375,0.00375,0.06597313,0,0.02395885,0.038646422,0.0014261185,0.025966287
last_flow,recovery,simple,451,451,3,4,0.0,0,0.01175,0.01175,0.035324022,0,0.0023945912,0.025097908,0.0010505903,0.025289375
last_flow,recovery,simple,451,451,4,5,0.0,0,0.0,0.0,0.09294951,0,-0.020249855,0.040038973,0.0,0.0
last_flow,recovery,simple,451,451,5,6,0.0,0,0.0,0.0,0.12772113,0,-0.09889293,0.06755476,0.0,0.0
last_flow,recovery,simple,451,451,6,7,0.0,0,0.002,0.002,0.0076801237,0,0.0041521294,0.02946088,0.0010295479,0.03230309
last_flow,recovery,simple,451,451,7,8,0.0,0,0.00025,0.00025,0.16021618,0,-0.118104935,0.07527836,-0.00019563157,0.012373445
last_flow,recovery,simple,451,451,8,9,0.0,0,0.0,0.0,0.08667401,0,0.016117094,0.026308004,0.0,0.0
last_flow,recovery,simple,451,451,9,10,0.0,0,0.0,0.0,0.14237727,0,-0.073396705,0.060592413,0.0,0.0
last_flow,recovery,simple,451,451,10,11,0.0,0,0.002,0.002,0.023531375,0,0.0028515053,0.025258528,0.0003685683,0.013103977
last_flow,recovery,simple,451,451,11,12,0.0,0,0.001,0.001,0.1048874,0,0.055057563,0.055101782,0.00030669387,0.009814095
last_flow,recovery,simple,451,451,12,13,0.0,0,0.00075,0.00075,0.007927324,0,0.0017166655,0.020731635,0.0001176921,0.011896868
last_flow,recovery,simple,451,451,13,14,0.0,0,0.00025,0.00025,0.11811599,0,0.04753584,0.039119158,2.277863e-05,0.0014407659
last_flow,recovery,simple,451,451,14,15,0.0,0,0.00025,0.00025,0.054850675,0,-0.0092717,0.024553787,3.5240926e-05,0.0022289613
last_flow,recovery,simple,451,451,15,16,0.0,0,0.0,0.0,0.12442748,0,0.072092645,0.059459556,0.0,0.0
last_flow,recovery,simple,451,451,16,17,0.0,0,0.00225,0.00225,0.22872762,0,-0.17024712,0.07503439,-0.0016903069,0.03675616
last_flow,recovery,simple,451,451,17,18,0.0,0,0.0,0.0,0.11781158,0,-0.06481444,0.054978125,0.0,0.0
last_flow,recovery,simple,451,451,18,19,0.0,0,0.00875,0.00875,0.049978003,0,0.013998655,0.050846785,0.0036264057,0.054380093
last_flow,recovery,simple,451,451,19,20,1.9502076,1,1.0,1.0,0.9960604,1,1.9385453,0.1957089,1.9457586,0.19123785
last_flow,recovery,simple,451,451,20,21,0.0,0,0.0,0.0,0.16170254,0,0.10767589,0.08274194,0.0,0.0
last_flow,recovery,simple,451,451,21,22,-1.2594846,1,0.95325,0.95325,0.6175485,1,-1.2338094,0.15860324,-1.90206,0.47829735
last_flow,recovery,simple,451,451,22,23,0.0,0,0.0,0.0,0.112987064,0,-0.011591377,0.031201,0.0,0.0
last_flow,recovery,simple,451,451,23,24,-0.8779785,1,0.239,0.239,0.44677788,0,-0.8127299,0.14675586,-0.41240665,0.745605
last_flow,recovery,simple,451,451,24,25,0.0,0,0.0,0.0,0.19626397,0,0.25754863,0.101634026,0.0,0.0
last_flow,recovery,simple,451,451,25,26,0.0,0,0.0,0.0,0.12701635,0,-9.694197e-05,0.030677497,0.0,0.0
last_flow,recovery,simple,451,451,26,27,0.0,0,0.00575,0.00575,0.03630017,0,-0.001901613,0.030147329,7.5988246e-06,0.020732095
last_flow,recovery,simple,451,451,27,28,0.0,0,0.001,0.001,0.063001715,0,-0.024717113,0.03158374,-0.0005976968,0.020399032
last_flow,recovery,simple,451,451,28,29,0.0,0,0.02175,0.02175,0.03618732,0,-0.0035515756,0.035038877,-0.0025889443,0.038290974
last_flow,recovery,simple,451,451,29,30,0.0,0,0.0,0.0,0.10966167,0,-0.04033669,0.053026207,0.0,0.0
last_flow,recovery,simple,451,451,30,31,0.0,0,0.0,0.0,0.1150704,0,0.044750854,0.047311362,0.0,0.0
last_flow,recovery,simple,451,451,31,32,0.0,0,0.00075,0.00075,0.010998307,0,-0.0078138625,0.026167743,-0.0007588663,0.028847348
last_flow,recovery,simple,451,451,32,33,0.0,0,0.0,0.0,0.15906632,0,-0.1736874,0.08648752,0.0,0.0
last_flow,recovery,simple,451,451,33,34,0.0,0,0.00875,0.00875,0.028371753,0,0.0064468873,0.03609052,0.001731793,0.03582229
last_flow,recovery,simple,451,451,34,35,0.0,0,0.00075,0.00075,0.01390696,0,-0.011309842,0.053107813,-0.00052624824,0.04113362
last_flow,recovery,simple,451,451,35,36,0.0,0,0.0,0.0,0.1057274,0,0.010147804,0.045604073,0.0,0.0
last_flow,recovery,simple,451,451,36,37,0.0,0,0.0,0.0,0.008346196,0,-0.009071892,0.025900649,0.0,0.0
last_flow,recovery,simple,451,451,37,38,0.0,0,0.0,0.0,0.060130976,0,-0.006654293,0.023038633,0.0,0.0
last_flow,recovery,simple,451,451,38,39,0.0,0,0.0,0.0,0.12573531,0,-0.078524545,0.06709792,0.0,0.0
last_flow,recovery,simple,451,451,39,40,0.0,0,0.0,0.0,0.13184227,0,-0.17120104,0.083650954,0.0,0.0
last_flow,recovery,simple,451,451,40,41,0.0,0,0.003,0.003,0.026390312,0,0.011289159,0.040245306,0.0015353514,0.038624078
last_flow,recovery,simple,451,451,41,42,0.0,0,0.0,0.0,0.1028755,0,-0.18327697,0.0895898,0.0,0.0
last_flow,recovery,simple,451,451,42,43,0.0,0,0.00025,0.00025,0.17503297,0,-0.1540089,0.074783176,-0.00026974737,0.017061414
last_flow,recovery,simple,451,451,43,44,0.0,0,0.0055,0.0055,0.035610393,0,0.0026945828,0.028121896,0.0005193743,0.0205257
last_flow,recovery,simple,451,451,44,45,0.0,0,0.0,0.0,0.08344986,0,0.0019270004,0.030937858,0.0,0.0
last_flow,recovery,simple,451,451,45,46,0.0,0,0.0,0.0,0.14454952,0,0.10375595,0.07353781,0.0,0.0
last_flow,recovery,simple,451,451,46,47,-0.60510004,1,0.2975,0.2975,0.45694005,0,-0.6977672,0.1284617,-0.43645555,0.6796333
last_flow,recovery,simple,451,451,47,48,0.0,0,0.0,0.0,0.095873,0,-0.015423913,0.04393461,0.0,0.0
last_flow,recovery,simple,451,451,48,49,0.0,0,0.0,0.0,0.11768759,0,-0.057014152,0.05462015,0.0,0.0
last_flow,recovery,simple,451,451,49,50,-0.485117,1,0.0005,0.0005,0.1444346,0,-0.09666262,0.07805028,-0.0003529442,0.016535379
last_flow,recovery,simple,451,451,50,51,0.0,0,0.0,0.0,0.08677535,0,-0.010420285,0.027640566,0.0,0.0
last_flow,recovery,simple,451,451,51,52,0.0,0,0.00025,0.00025,0.13894032,0,-0.042959858,0.049651686,-4.3415836e-05,0.002745855
last_flow,recovery,simple,451,451,52,53,0.0,0,0.00025,0.00025,0.16955975,0,-0.14766264,0.08153281,-0.00032060512,0.020276915
last_flow,recovery,simple,451,451,53,54,0.0,0,0.0005,0.0005,0.13654888,0,0.0600746,0.06119302,0.000335922,0.020046594
last_flow,recovery,simple,451,451,54,55,0.0,0,0.0,0.0,0.102020495,0,0.0464007,0.051967382,0.0,0.0
last_flow,recovery,simple,451,451,55,56,0.0,0,0.0,0.0,0.12254306,0,-0.05800747,0.048288975,0.0,0.0
last_flow,recovery,simple,451,451,56,57,0.0,0,0.0,0.0,0.15214999,0,-0.12000098,0.07795215,0.0,0.0
last_flow,recovery,simple,451,451,57,58,0.0,0,0.0,0.0,0.1988402,0,-0.18333815,0.090609334,0.0,0.0
last_flow,recovery,simple,451,451,58,59,0.0,0,0.0005,0.0005,0.017411932,0,-0.0065409187,0.019936593,-0.00013603234,0.0061245593
last_flow,recovery,simple,451,451,59,60,0.0,0,0.0,0.0,0.13916837,0,0.14345238,0.08441051,0.0,0.0
last_flow,recovery,simple,451,451,60,61,0.0,0,0.0005,0.0005,0.009939774,0,-0.0039985552,0.021467786,-0.000146956,0.0074503
last_flow,recovery,simple,451,451,61,62,0.0,0,0.0,0.0,0.1526411,0,0.09366294,0.07432279,0.0,0.0
last_flow,recovery,simple,451,451,62,63,0.0,0,0.0,0.0,0.12609397,0,-0.05050738,0.044007048,0.0,0.0
last_flow,recovery,simple,451,451,63,64,0.0,0,0.0,0.0,0.09109868,0,-0.013223086,0.046200383,0.0,0.0
last_flow,recovery,simple,451,451,64,65,0.0,0,0.0005,0.0005,0.019506276,0,-0.0060599134,0.028302558,-0.00015298688,0.007072776
