stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_moment_recovery_score,best_active_mean_zerr_median,best_active_sd_logerr_median,best_active_sd_ratio_median,best_active_marg_skl_median,best_active_joint_skl_median,best_softgate_absdiff_median,best_zero_soft_leakage_median
0,0.8,11,275,8.043645858764648,71,13,1.8400169691729444,1.4046817778282348,0.43533519134470977,1.2723157582135833,1.5052955269308925,11.893716009720162,0.6235754146575927,0.13518530130386353
1,0.8,23,550,3.914585590362549,5,49,0.9215584948181476,0.676052283465417,0.2455062113527305,1.1217711788900002,0.5299054754790227,1.1910289302967256,0.10778504952788354,0.024650366976857185
