"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",401,401,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,9.585625,0.09585625,4,"4;10;25;29;33;40;43;44;61;68","4;33;40;61",1,0.4,0.571428571428572,0,4,0,6,90,4,0.785,0.612135900060344
