stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_moment_recovery_score,best_active_mean_zerr_median,best_active_sd_logerr_median,best_active_sd_ratio_median,best_active_marg_skl_median,best_active_joint_skl_median,best_softgate_absdiff_median,best_zero_soft_leakage_median
0,0.8,11,275,4.599774360656738,65,13,2.193620917117754,1.886953078076792,0.30666783904096184,1.0937611210045393,3.308905985035931,16.761184983103647,0.5647811889648438,0.13151800632476807
1,0.7444838872816797,25,600,2.3517911434173584,4,13,1.2154413124721641,1.177034489954341,0.038406822517823215,1.01294030927287,0.6931881056940182,1.801620112845117,0.06368307769298553,0.017644915729761124
2,0.6928203230275509,28,650,2.406574010848999,4,13,1.297762534010671,1.1645110996818877,0.1332514343287833,0.875255704475763,0.8019230132311953,2.309131878383319,0.05013087870180607,0.01643618568778038
3,0.6447419590941251,41,950,2.6000564098358154,5,13,1.5640718478769606,1.0993888340007616,0.46468301387619904,0.6289786465590939,1.421093774093855,3.756852773908735,0.03266293369233608,0.031133204698562622
4,0.6,55,1275,2.5291452407836914,4,13,1.9105810151066136,1.299110062800755,0.6114709523058586,0.5442609901115301,3.4940739567853405,7.311348732587295,0.03501097112894058,0.04622839763760567
