method,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,simple,415,415,0,1,0.0,0,0.0,0,0.012666251,0.002114592,0.0,0.0
last_flow,simple,415,415,1,2,0.0,0,0.0,0,-4.3823825e-06,2.5491295e-06,0.0,0.0
last_flow,simple,415,415,2,3,0.0,0,0.0,0,-0.46420214,0.0020084456,0.0,0.0
last_flow,simple,415,415,3,4,0.0,0,0.0,0,2.964541e-29,0.0,0.0,0.0
last_flow,simple,415,415,4,5,0.0,0,0.0,0,-7.513352e-09,3.7164035e-08,0.0,0.0
last_flow,simple,415,415,5,6,0.90691656,1,1.0,1,1.1224174,0.0034730553,1.1224174,0.0034730553
last_flow,simple,415,415,6,7,0.0,0,0.0,0,-1.0000771e-18,5.702894e-17,0.0,0.0
last_flow,simple,415,415,7,8,0.0,0,0.0,0,-2.6659215e-14,6.796923e-13,0.0,0.0
last_flow,simple,415,415,8,9,1.3089309,1,1.0,1,1.0430015,0.0030754108,1.0430015,0.0030754108
last_flow,simple,415,415,9,10,1.0975729,1,1.0,1,1.2811021,0.0042726193,1.2811021,0.0042726193
last_flow,simple,415,415,10,11,0.0,0,0.0,0,-0.12848763,0.0016000692,0.0,0.0
last_flow,simple,415,415,11,12,0.0,0,0.0,0,7.1049086e-23,2.7935337e-21,0.0,0.0
last_flow,simple,415,415,12,13,0.0,0,0.0,0,1.09057116e-20,3.636567e-19,0.0,0.0
last_flow,simple,415,415,13,14,0.0,0,0.0,0,-0.22401646,0.0026856435,0.0,0.0
last_flow,simple,415,415,14,15,0.0,0,0.0,0,0.09589714,0.0021136638,0.0,0.0
last_flow,simple,415,415,15,16,0.0,0,0.0,0,-4.321612e-25,0.0,0.0,0.0
last_flow,simple,415,415,16,17,0.5782325,1,1.0,1,0.8729969,0.0023447375,0.8729969,0.0023447375
last_flow,simple,415,415,17,18,-0.6753987,1,1.0,1,-0.774082,0.0022956417,-0.774082,0.0022956417
last_flow,simple,415,415,18,19,0.0,0,0.0,0,-0.5997418,0.0034409664,0.0,0.0
last_flow,simple,415,415,19,20,0.0,0,0.0,0,0.3332374,0.0022975379,0.0,0.0
last_flow,simple,415,415,20,21,0.0,0,0.0,0,0.20452175,0.0016622966,0.0,0.0
last_flow,simple,415,415,21,22,0.0,0,0.0,0,0.35260847,0.0033364778,0.0,0.0
last_flow,simple,415,415,22,23,0.0,0,0.0,0,-0.3002174,0.0028284327,0.0,0.0
last_flow,simple,415,415,23,24,0.0,0,0.0,0,-0.15457512,0.0013198324,0.0,0.0
last_flow,simple,415,415,24,25,0.0,0,0.0,0,0.35784057,0.0018442698,0.0,0.0
last_flow,simple,415,415,25,26,1.2713587,1,1.0,1,1.0904478,0.0040019895,1.0904478,0.0040019895
last_flow,simple,415,415,26,27,0.0,0,0.0,0,1.1235638e-14,5.638867e-13,0.0,0.0
last_flow,simple,415,415,27,28,0.0,0,0.0,0,-3.2786865e-13,2.8953487e-12,0.0,0.0
last_flow,simple,415,415,28,29,0.0,0,0.0,0,-0.21755101,0.0027439126,0.0,0.0
last_flow,simple,415,415,29,30,0.0,0,0.0,0,-0.36447337,0.00273514,0.0,0.0
last_flow,simple,415,415,30,31,0.0,0,0.0,0,-5.103405e-30,0.0,0.0,0.0
last_flow,simple,415,415,31,32,0.0,0,0.0,0,-0.030954475,0.0010267382,0.0,0.0
last_flow,simple,415,415,32,33,0.62363595,1,0.80275,1,0.5203586,0.002644714,0.7410947,0.3724828
