"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",484,484,1000,100,600,200,200,10,1,12345,2000,1,8000,0.5,0.5,8.57175,0.0857175,8,"3;11;31;35;45;56;60;82;92;95","11;31;35;45;56;60;92;95",1,0.8,0.888888888888889,0,8,0,2,90,8,1,1
