method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,lasso_recovery_score
last_flow,lasso_recovery,simple,472,472,160,100,10,1.0,0.5,4000,4,1;7;22;26;56;62;65;69;73;96,7;26;62;69,29,700,1,0.8,1.0,0.4,0.5714285714285715,0.0,4,0,6,90,4,0.8200000000000001,0.6668421052631579,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,1.102758585477086
last_flow,lasso_recovery,simple,473,473,160,100,10,1.0,0.5,4000,5,12;31;34;38;47;54;70;73;88;99,31;34;54;70;88,29,700,1,0.8,1.0,0.5,0.6666666666666666,0.0,5,0,5,90,5,0.9405555555555556,0.8742857142857143,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.9039268810045348
last_flow,lasso_recovery,simple,474,474,160,100,10,1.0,0.5,4000,9,0;7;21;27;42;49;56;63;71;76,0;7;21;27;42;49;56;63;76,27,650,1,0.8,1.0,0.9,0.9473684210526316,0.0,9,0,1,90,9,1.0,1.0,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.6601011585976875
last_flow,lasso_recovery,simple,475,475,160,100,10,1.0,0.5,4000,6,10;16;18;31;42;45;63;77;78;86,10;42;45;63;77;86,32,775,1,0.8,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8966666666666666,0.8200000000000001,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.679460851927264
last_flow,lasso_recovery,simple,476,476,160,100,10,1.0,0.5,4000,6,11;13;18;34;36;40;44;48;60;75,13;18;34;44;60;75,30,725,1,0.8,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.9433333333333332,0.9,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.9481532154547816
last_flow,lasso_recovery,simple,477,477,160,100,10,1.0,0.5,4000,6,3;4;10;22;40;46;55;71;78;99,3;10;22;40;55;71,26,625,1,0.8,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.94,0.8918181818181818,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,1.057899131789352
last_flow,lasso_recovery,simple,478,478,160,100,10,1.0,0.5,4000,4,7;21;34;56;62;73;77;81;83;98,56;62;73;81,28,675,1,0.8,1.0,0.4,0.5714285714285715,0.0,4,0,6,90,4,0.7866666666666667,0.64,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.9784868077854016
last_flow,lasso_recovery,simple,479,479,160,100,10,1.0,0.5,4000,5,20;41;44;47;54;70;79;82;83;90,44;54;70;79;83,32,775,1,0.8,1.0,0.5,0.6666666666666666,0.0,5,0,5,90,5,0.9466666666666664,0.91,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.8441508435273493
last_flow,lasso_recovery,simple,480,480,160,100,10,1.0,0.5,4000,5,7;10;24;51;59;62;73;86;88;99,7;10;51;73;99,33,800,1,0.8,1.0,0.5,0.6666666666666666,0.0,5,0,5,90,5,0.835,0.6838461538461538,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,1.08374035140749
last_flow,lasso_recovery,simple,481,481,160,100,10,1.0,0.5,4000,9,23;25;37;41;50;58;59;63;86;97,23;25;41;50;58;59;63;86;97,29,700,1,0.8,1.0,0.9,0.9473684210526316,0.0,9,0,1,90,9,0.9438888888888888,0.91,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.5742572020466654
last_flow,lasso_recovery,simple,482,482,160,100,10,1.0,0.5,4000,6,1;6;7;8;26;52;60;61;79;95,1;8;26;52;60;61,32,775,1,0.8,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.9488888888888888,0.91,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.8519922074854449
last_flow,lasso_recovery,simple,483,483,160,100,10,1.0,0.5,4000,3,10;15;19;29;38;42;48;62;70;96,38;48;62,30,725,1,0.8,1.0,0.3,0.4615384615384615,0.0,3,0,7,90,3,0.6566666666666667,0.4599999999999999,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.9118665544021404
last_flow,lasso_recovery,simple,484,484,160,100,10,1.0,0.5,4000,7,16;29;33;34;51;56;62;76;86;89,16;33;34;51;62;86;89,34,825,1,0.8,1.0,0.7,0.8235294117647058,0.0,7,0,3,90,7,1.0,1.0,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.8089496640308891
last_flow,lasso_recovery,simple,485,485,160,100,10,1.0,0.5,4000,5,1;7;8;14;42;43;68;82;88;98,7;42;43;82;88,35,850,1,0.8,1.0,0.5,0.6666666666666666,0.0,5,0,5,90,5,0.8977777777777778,0.8200000000000001,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.7344650977917626
last_flow,lasso_recovery,simple,486,486,160,100,10,1.0,0.5,4000,7,2;17;24;28;33;41;43;55;63;79,2;24;28;33;41;43;79,34,825,1,0.8,1.0,0.7,0.8235294117647058,0.0,7,0,3,90,7,0.9494444444444444,0.91,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.7621045050931483
last_flow,lasso_recovery,simple,487,487,160,100,10,1.0,0.5,4000,6,8;17;23;29;33;50;58;73;81;82,8;29;33;58;73;81,30,725,1,0.8,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.9816666666666668,0.9027472527472528,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.9185566286850716
last_flow,lasso_recovery,simple,488,488,160,100,10,1.0,0.5,4000,9,21;27;31;45;61;75;81;82;85;92,21;31;45;61;75;81;82;85;92,28,675,1,0.8,1.0,0.9,0.9473684210526316,0.0,9,0,1,90,9,0.9400000000000002,0.91,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.8951561444146616
last_flow,lasso_recovery,simple,489,489,160,100,10,1.0,0.5,4000,8,4;5;12;21;25;42;56;57;74;99,4;5;12;21;25;56;74;99,32,775,1,0.8,1.0,0.8,0.888888888888889,0.0,8,0,2,90,8,0.9888888888888888,0.9434782608695652,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.8558022748098189
last_flow,lasso_recovery,simple,490,490,160,100,10,1.0,0.5,4000,8,6;16;24;30;34;60;74;76;88;99,6;16;30;34;60;74;76;88,36,875,1,0.8,1.0,0.8,0.888888888888889,0.0,8,0,2,90,8,1.0,1.0,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.8423527418019283
last_flow,lasso_recovery,simple,491,491,160,100,10,1.0,0.5,4000,6,1;3;12;28;29;38;47;58;67;72,3;12;28;29;47;67,27,650,1,0.8,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.9233333333333332,0.8433333333333335,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.8933935391355752
last_flow,lasso_recovery,simple,492,492,160,100,10,1.0,0.5,4000,6,13;18;30;41;43;46;70;80;85;96,18;43;46;80;85;96,30,725,1,0.8,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8894444444444444,0.7815384615384615,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.9074577689391594
last_flow,lasso_recovery,simple,493,493,160,100,10,1.0,0.5,4000,6,6;13;26;34;37;50;62;75;79;92,6;13;34;50;62;92,31,750,1,0.8,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8294444444444444,0.7175,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.8737687788209845
last_flow,lasso_recovery,simple,494,494,160,100,10,1.0,0.5,4000,5,1;20;24;26;65;71;89;91;97;99,24;65;71;97;99,33,800,1,0.8,1.0,0.5,0.6666666666666666,0.0,5,0,5,90,5,0.8966666666666666,0.82,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.943511176740504
last_flow,lasso_recovery,simple,495,495,160,100,10,1.0,0.5,4000,8,15;17;18;21;59;65;66;72;89;95,15;18;21;59;66;72;89;95,33,800,1,0.8,1.0,0.8,0.888888888888889,0.0,8,0,2,90,8,0.9466666666666664,0.91,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.6555611654516929
last_flow,lasso_recovery,simple,496,496,160,100,10,1.0,0.5,4000,4,2;18;20;21;25;30;46;54;64;99,21;54;64;99,30,725,1,0.8,1.0,0.4,0.5714285714285715,0.0,4,0,6,90,4,0.883888888888889,0.7433333333333333,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.961933470679228
last_flow,lasso_recovery,simple,497,497,160,100,10,1.0,0.5,4000,7,3;6;12;13;23;24;38;55;86;98,3;13;24;38;55;86;98,30,725,1,0.8,1.0,0.7,0.8235294117647058,0.0,7,0,3,90,7,0.9327777777777778,0.8225,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.7970807156689588
last_flow,lasso_recovery,simple,498,498,160,100,10,1.0,0.5,4000,4,3;10;21;22;36;38;68;69;73;93,21;22;36;69,29,700,1,0.8,1.0,0.4,0.5714285714285715,0.0,4,0,6,90,4,0.8383333333333334,0.73,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,0.8484341548431711
last_flow,lasso_recovery,simple,499,499,160,100,10,1.0,0.5,4000,5,15;24;29;48;49;56;61;77;85;97,48;49;61;77;85,28,675,1,0.8,1.0,0.5,0.6666666666666666,0.0,5,0,5,90,5,0.8888888888888888,0.8200000000000001,64,4,0.8,0.8,1e-05,1.0,1.0,300,1,1200,1200,0.0,1.0696109626539785
