config_id,seed,j0,j1,beta_true,truth,selected_last,selected_mcmc,pip_last,pip_mcmc,pip_absdiff,pip_js,softgate_last,softgate_absdiff,softgate_js,mean_last,mean_mcmc,sd_last,sd_mcmc,mean_zerr,sd_logerr,sd_ratio,moment_score,beta_skl,zero_beta_score
default,400,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.04610891908402501,0.04610891908402501,0.016252105966156442,-0.02727283664564875,-0.01383055891196311,0.03655460709284569,0.05306410113543232,0.2533214529755851,0.3726933257195351,0.6888762726949215,0.6260147786951202,,0.07606069086029728
default,400,1,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.04783781372865001,0.04783781372865001,0.016872340526572927,-0.03550138048821718,-0.002049348849197296,0.03960341820520079,0.02711679623086,1.2336272699013553,0.37876199356319046,1.4604750230552788,1.6123892634645458,,0.09377646734201069
default,400,2,3,0.0,0,0,0,0.0,0.0,0.0,0.0,0.04303213957125,0.04303213957125,0.015150304640075435,-0.0037158027378855997,-0.00010040273083895784,0.03216349804258898,0.03038356487410262,0.11899192316991708,0.05693035708471175,1.058581755960635,0.17592228025462883,,0.04842747274678301
default,400,3,4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.05225930544835001,0.05225930544835001,0.01846219700637758,-0.021062504825974427,-0.022055782354079383,0.03843044327233816,0.06441471160174543,0.015420039137109952,0.5164920040268655,0.5966096307912448,0.5319120431639754,,0.07923685130586224
default,400,4,5,0.0,0,0,0,0.00075,0.0,0.00075,0.0002599428691989206,0.0351808932704,0.0351808932704,0.012350182002460715,-0.012283715877124969,0.0035925929396173157,0.03306186524319787,0.033602796142350275,0.47246973212552806,0.016228766419256246,0.9839019129277227,0.4886984985447843,,0.05159813298629469
default,400,5,6,0.0,0,0,0,0.0,0.007875,0.007875,0.0027369802037385993,0.16672904633725,0.15885404633725,0.04792459926495003,0.2382320992342,0.0952609503180405,0.11579989778785113,0.13895902354751596,1.028872648767175,0.18231539817836642,0.8333383935651384,1.2111880469455416,,0.32498432101307434
default,400,6,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.045882911643175,0.045882911643175,0.016171085943069555,-0.0253143740283342,-0.002305606704623908,0.036901781890203454,0.028255522226806638,0.814310172571493,0.26697084112011066,1.306002010296374,1.0812810136916036,,0.0775379386302821
default,400,7,8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.04813688705145,0.04813688705145,0.016979713489203147,0.04213164345396049,0.0016323932523649202,0.04375963239571677,0.029978209726003482,1.3509558129786476,0.3782408772793395,1.4597141790164117,1.7291966902579872,,0.10241755992275886
default,400,8,9,0.0,0,0,0,0.0005,0.0,0.0005,0.00017326241849915846,0.038914052457595,0.038914052457595,0.013679562036086234,0.010074371729542548,0.008665063506376544,0.031166341884193267,0.04411901201467493,0.03194332419012458,0.3475519800513477,0.7064150668123758,0.37949530424147226,,0.053276030811242665
default,400,9,10,0.0,0,0,0,0.0005,0.0,0.0005,0.00017326241849915846,0.025249801085575,0.025249801085575,0.008831554160115034,-0.007827820787009828,-0.0034166355654301084,0.02381459806010574,0.0336259702160677,0.13118384038874492,0.3449998124772226,0.7082201888861599,0.47618365286596753,,0.039472358463116676
default,400,10,11,0.0,0,0,0,0.0,0.0,0.0,0.0,0.076627195775775,0.076627195775775,0.02732029049105094,-0.07085474938545125,-0.008477491970020942,0.06215157451314625,0.04355010983461001,1.43230966188658,0.3556638576634449,1.427127519951239,1.7879735195500248,,0.15760591786974154
default,400,11,12,0.0,0,0,0,0.0,0.0,0.0,0.0,0.063264945066375,0.063264945066375,0.022442620637910665,0.046461954784884,0.0020493476962309544,0.04996802887919027,0.03204824840899512,1.3858040746509823,0.44414073654492464,1.5591495875222203,1.829944811195907,,0.1255973326252232
default,400,12,13,1.2004611,1,1,1,1.0,1.0,0.0,0.0,0.9136278122250001,0.08637218777499989,0.030909177690405097,1.2373038592775,1.1770880711011533,0.1409226646769078,0.12118485850298155,0.4968919710868462,0.15089411489554352,1.1628734380599723,0.6477860859823897,0.12730470286893752,0.1663257821252729
default,400,13,14,0.0,0,0,0,0.0,0.000375,0.000375,0.00012992848202715538,0.030219778713859998,0.029844778713859998,0.009704757961993066,-0.013035647793295775,-0.02114893306981991,0.0293147734565493,0.06578307644765251,0.1233339101986398,0.8082708168120074,0.44562782076023144,0.9316047270106472,,0.07442636698148734
default,400,14,15,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1080249151485,0.1080249151485,0.03898129649682924,0.1545663631175425,0.008359555610192986,0.08560368976614326,0.0423835962936828,3.449607532078773,0.7029668603258388,2.0197358661030766,4.1525743924046115,,0.29745181612830995
default,400,15,16,0.0,0,0,0,0.00025,0.0,0.00025,8.659904290211192e-05,0.02586173013183025,0.02586173013183025,0.009047618522917208,-0.00717497108732012,0.0025152917299644637,0.02494631031949554,0.027699656500203746,0.3498331944615039,0.1046940442805657,0.900599663151614,0.4545272387420696,,0.03830533912982304
default,400,16,17,0.0,0,0,0,0.0,0.0,0.0,0.0,0.043305698514225,0.043305698514225,0.015248164134922368,-0.03333974988671905,-0.009643027979685454,0.043304412566981525,0.04669397071505115,0.507489863664489,0.07536049615784915,0.9274088844822551,0.5828503598223381,,0.07039197856932822
default,400,17,18,0.0,0,0,0,0.0,0.0,0.0,0.0,0.041452713320825,0.041452713320825,0.014585691221470604,-0.0154462845658465,-0.005810608000183958,0.03168235515620858,0.03429286504659375,0.28098188187985235,0.07917738613696869,0.9238757355037088,0.360159268016821,,0.053698899776872706
