branch,head,coupling_layer,target_coord,mean_entropy
scale,1,5,24,0.26699334383010864
scale,1,5,25,1.9917707443237305
scale,1,5,28,1.6935820579528809
scale,1,5,30,0.9444664120674133
scale,1,5,31,2.4962503910064697
scale,1,5,34,0.697952151298523
scale,1,5,35,0.23786327242851257
scale,1,5,36,2.2896029949188232
scale,1,5,40,2.273916482925415
scale,1,5,42,1.934288501739502
scale,1,5,43,0.5363668203353882
scale,1,5,46,0.5410183072090149
scale,1,5,47,1.59560227394104
scale,1,6,1,1.8835567235946655
scale,1,6,2,1.7451988458633423
scale,1,6,6,2.3123083114624023
scale,1,6,7,1.2101494073867798
scale,1,6,8,1.2388378381729126
scale,1,6,10,0.9430140256881714
scale,1,6,13,0.5578936338424683
scale,1,6,15,2.131054401397705
scale,1,6,18,2.515883445739746
scale,1,6,19,0.9385131001472473
scale,1,6,23,2.578427791595459
scale,1,6,24,0.4204389154911041
scale,1,6,26,2.1912076473236084
scale,1,6,28,2.55230712890625
scale,1,6,29,2.3890209197998047
scale,1,6,31,1.8522727489471436
scale,1,6,32,0.6181528568267822
scale,1,6,36,0.3145492970943451
scale,1,6,37,0.18368002772331238
scale,1,6,38,1.354625940322876
scale,1,6,42,0.9928277134895325
scale,1,6,43,1.0036743879318237
scale,1,6,45,0.9897841811180115
scale,1,6,47,0.3413119614124298
scale,1,7,0,0.041730403900146484
scale,1,7,3,2.391944408416748
scale,1,7,4,1.2984732389450073
scale,1,7,5,1.8742214441299438
scale,1,7,9,0.34895819425582886
scale,1,7,11,0.35431787371635437
scale,1,7,12,0.36979326605796814
scale,1,7,14,0.5197015404701233
scale,1,7,16,0.276003360748291
scale,1,7,17,0.7533641457557678
scale,1,7,20,0.0224041398614645
scale,1,7,21,0.09589856117963791
scale,1,7,22,0.3929995000362396
scale,1,7,25,0.0819346159696579
scale,1,7,27,0.3833272159099579
scale,1,7,30,0.10722021758556366
scale,1,7,33,0.9230047464370728
scale,1,7,34,0.884700357913971
scale,1,7,35,2.7102832794189453
scale,1,7,39,0.2880854606628418
scale,1,7,40,0.5588793158531189
scale,1,7,41,2.3973071575164795
scale,1,7,44,2.735372543334961
scale,1,7,46,2.365963935852051
scale,2,0,4,0.0718345195055008
scale,2,0,8,0.12678903341293335
scale,2,0,9,0.7300472259521484
scale,2,0,10,0.38917356729507446
scale,2,0,12,0.21668820083141327
scale,2,0,14,0.36340221762657166
scale,2,0,15,0.20099496841430664
scale,2,0,16,0.25142568349838257
scale,2,0,17,0.6126859784126282
scale,2,0,19,0.47519657015800476
scale,2,0,20,0.11242945492267609
scale,2,0,21,0.03608452528715134
scale,2,0,22,0.00518985278904438
scale,2,0,27,0.10593970119953156
scale,2,0,29,0.02466251328587532
scale,2,0,30,0.009591417387127876
scale,2,0,35,0.2877909243106842
scale,2,0,36,0.8915745615959167
scale,2,0,37,0.29551631212234497
scale,2,0,39,0.6656307578086853
scale,2,0,41,1.5321557521820068
scale,2,0,42,1.8267487287521362
scale,2,0,45,2.243455648422241
scale,2,0,47,0.837151288986206
scale,2,1,0,1.221887230873108
scale,2,1,1,0.2553732395172119
scale,2,1,2,0.4101799726486206
scale,2,1,3,0.4277464747428894
scale,2,1,5,0.25058096647262573
scale,2,1,6,0.22482696175575256
scale,2,1,7,0.346253365278244
scale,2,1,11,0.2620556652545929
scale,2,1,13,1.6103236675262451
scale,2,1,18,0.5344586372375488
scale,2,1,23,0.22493833303451538
scale,2,1,24,0.13351452350616455
scale,2,1,25,0.6193734407424927
scale,2,1,26,0.07946186512708664
scale,2,1,28,1.0291945934295654
scale,2,1,31,0.2715040147304535
scale,2,1,32,0.19740909337997437
scale,2,1,33,1.2809830904006958
scale,2,1,34,0.33967676758766174
scale,2,1,38,0.6030026078224182
scale,2,1,40,0.6443737745285034
scale,2,1,43,0.9799531698226929
scale,2,1,44,1.6593466997146606
scale,2,1,46,1.7885891199111938
scale,2,2,0,2.4957587718963623
scale,2,2,1,2.9116313457489014
scale,2,2,5,2.442962408065796
scale,2,2,6,1.8011040687561035
scale,2,2,7,1.0152584314346313
scale,2,2,8,0.3841594159603119
scale,2,2,9,1.1592400074005127
