target_type,target,label,truth_active,truth_pip,rat_pip,mcmc_pip,pip_error_truth,pip_error,conditional_slab_skl,zero_mass_js,n_rat_active_draws,n_mcmc_active_draws
feature,0,feature_0,True,1.0,1.0,1.0,0.0,0.0,0.3863574568226081,,5000,20000
feature,1,feature_1,False,0.0,0.0344,0.1859,0.0344,-0.15150000000000002,,0.031857804529723824,172,3718
feature,2,feature_2,False,0.0,0.022,0.18295,0.022,-0.16095,,0.0397066973385727,110,3659
feature,3,feature_3,True,1.0,1.0,1.0,0.0,0.0,0.2538301813618719,,5000,20000
feature,4,feature_4,False,0.0,0.0482,0.20955,0.0482,-0.16135,,0.03097222043582631,241,4191
feature,5,feature_5,False,0.0,0.0372,0.2067,0.0372,-0.16949999999999998,,0.03654600143017164,186,4134
