method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,498,498,160,100,10,1.0,0.5,4000,4,3;10;21;22;36;38;68;69;73;93,21;22;36;69,25,600,1,0.8,1.0,0.4,0.5714285714285715,0.0,4,0,6,90,4,0.8444444444444444,0.668671497584541,-1,-1,0.8,0.8,1e-05,0.95,0.9,300,1,1200,1200,0.0,1.2642339570995098,1.2642339570995098,1.2330348652932672,1.189413201175536,0.03119909180624248,0.05316432980260534,1.013827444803611,1.0090276750638563,1.013827444803611,1.0090276750638563,0.7036643146961837,1.190735158190541,1.8096482171705945,2.8650725273288704,0.07177014648914337,0.09494035635568199,0.019364267587661743,0.050398439168930054
