method,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,selected_size,active_idx0,selected_idx0,selected_ckpt_id,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc
last_flow,simple,414,414,160,100,10,1.0,0.5,10,4;8;17;24;30;38;64;65;78;82,4;8;17;24;30;38;64;65;78;82,123,1.0,1.0,1.0,0.0,10,0,0,90,10,1.0,1.0
